H (Oe)	V1(NONE) (V)	V2(1-6) (V)	V3(NONE) (V)	I(11-16) (A)	T (K)
80001.188	0.068987588	0.068987588	-5.44097072E-007	-5.44097072E-007	300.0043
80001.188	0.0689870419	0.0689870419	-3.95543089E-007	-3.95543089E-007	300.0043
79814.69500000001	0.0689890511	0.0689890511	-3.95543089E-007	-3.95543089E-007	300.005
79814.69500000001	0.068987015	0.068987015	-5.44097072E-007	-5.44097072E-007	300.005
79814.69500000001	0.0689888218	0.0689888218	4.95780811E-007	4.95780811E-007	300.005
79912.313	0.06898814759999999	0.06898814759999999	5.01225119E-008	5.01225119E-008	300.0046
79912.313	0.0689898264	0.0689898264	-9.897559519999999E-007	-9.897559519999999E-007	300.0046
79862.438	0.0689889702	0.0689889702	-7.66924853E-007	-7.66924853E-007	300.0048
79862.438	0.0689887949	0.0689887949	5.70061744E-007	5.70061744E-007	300.0048
79862.438	0.068989314	0.068989314	-1.73252628E-006	-1.73252628E-006	300.0048
79862.438	0.0689872981	0.0689872981	9.41446909E-007	9.41446909E-007	300.0048
79814.141	0.0689871228	0.0689871228	-3.21262654E-007	-3.21262654E-007	300.0038
79814.141	0.0689866509	0.0689866509	-3.95539687E-007	-3.95539687E-007	300.0038
79814.141	0.06898775660000001	0.06898775660000001	-2.41545212E-008	-2.41545212E-008	300.0038
79769.586	0.0689878712	0.0689878712	-3.95539687E-007	-3.95539687E-007	300.0039
79769.586	0.06898778360000001	0.06898778360000001	2.72953611E-007	2.72953611E-007	300.0039
79769.586	0.0689884038	0.0689884038	-4.6981672E-007	-4.6981672E-007	300.0039
79769.586	0.06898862629999999	0.06898862629999999	-1.80680332E-006	-1.80680332E-006	300.0039
79723.336	0.0689888556	0.0689888556	5.01225119E-008	5.01225119E-008	300.0026
79723.336	0.0689884915	0.0689884915	-7.66924853E-007	-7.66924853E-007	300.0026
79723.336	0.0689882151	0.0689882151	5.01225119E-008	5.01225119E-008	300.0026
79723.336	0.0689873116	0.0689873116	-3.21262654E-007	-3.21262654E-007	300.0026
79723.336	0.0689886735	0.0689886735	4.95784711E-007	4.95784711E-007	300.0026
79664.54700000001	0.0689881611	0.0689881611	-9.84315544E-008	-9.84315544E-008	300.0028
79664.54700000001	0.0689887881	0.0689887881	-9.15478919E-007	-9.15478919E-007	300.0028
79664.54700000001	0.06898845100000001	0.06898845100000001	4.95784711E-007	4.95784711E-007	300.004
79619.984	0.06898829600000001	0.06898829600000001	5.01225119E-008	5.01225119E-008	300.0042
79619.984	0.0689868666	0.0689868666	-1.72708587E-007	-1.72708587E-007	300.0042
79619.984	0.06898820830000001	0.06898820830000001	-5.44093753E-007	-5.44093753E-007	300.0042
79619.984	0.0689882825	0.0689882825	1.24399545E-007	1.24399545E-007	300.0042
79576.17200000001	0.0689882892	0.0689882892	-5.44093753E-007	-5.44093753E-007	300.0044
79576.17200000001	0.0689891859	0.0689891859	5.01225119E-008	5.01225119E-008	300.0044
79576.17200000001	0.0689893949	0.0689893949	6.44338777E-007	6.44338777E-007	300.005
79534.414	0.068987588	0.068987588	-3.95539687E-007	-3.95539687E-007	300.0051
79534.414	0.0689886466	0.0689886466	-9.84315544E-008	-9.84315544E-008	300.0051
79534.414	0.06898872070000001	0.06898872070000001	-6.92647819E-007	-6.92647819E-007	300.0051
79534.414	0.068989362	0.068989362	-1.06403299E-006	-1.06403299E-006	300.0051
79492.656	0.06898938220000001	0.06898938220000001	-6.92647819E-007	-6.92647819E-007	300.0053
79492.656	0.0689898407	0.0689898407	-8.41201886E-007	-8.41201886E-007	300.0053
79492.656	0.0689894227	0.0689894227	3.47230644E-007	3.47230644E-007	300.0038
79492.656	0.068990225	0.068990225	5.70061744E-007	5.70061744E-007	300.0038
79450.336	0.06899036660000001	0.06899036660000001	7.1861581E-007	7.1861581E-007	300.0039
79450.336	0.06898936880000001	0.06898936880000001	3.47230644E-007	3.47230644E-007	300.0039
79450.336	0.0689877574	0.0689877574	-9.84315544E-008	-9.84315544E-008	300.0039
79409.336	0.0689872854	0.0689872854	2.72953611E-007	2.72953611E-007	300.0041
79409.336	0.0689889777	0.0689889777	1.16427801E-006	1.16427801E-006	300.0041
79409.336	0.0689889238	0.0689889238	-6.92647819E-007	-6.92647819E-007	300.0047
79369.45299999999	0.06898988790000001	0.06898988790000001	-2.46985621E-007	-2.46985621E-007	300.0048
79369.45299999999	0.0689891463	0.0689891463	4.95784711E-007	4.95784711E-007	300.0048
79369.45299999999	0.0689887552	0.0689887552	-1.28686408E-006	-1.28686408E-006	300.0048
79369.45299999999	0.0689884181	0.0689884181	-3.21262654E-007	-3.21262654E-007	300.0048
79328.82000000001	0.06898828999999999	0.06898828999999999	-6.18370786E-007	-6.18370786E-007	300.005
79328.82000000001	0.06898862710000001	0.06898862710000001	-1.36114112E-006	-1.36114112E-006	300.005
79328.82000000001	0.0689875551	0.0689875551	1.24399545E-007	1.24399545E-007	300.005
79328.82000000001	0.0689877304	0.0689877304	2.72953611E-007	2.72953611E-007	300.0035
79288.75	0.0689887283	0.0689887283	-7.66924853E-007	-7.66924853E-007	300.0036
79288.75	0.0689901171	0.0689901171	-8.41201886E-007	-8.41201886E-007	300.0036
79288.75	0.0689891193	0.0689891193	-2.46985621E-007	-2.46985621E-007	300.0036
79288.75	0.06898885640000001	0.06898885640000001	-6.18370786E-007	-6.18370786E-007	300.0036
79288.75	0.0689870967	0.0689870967	1.98676578E-007	1.98676578E-007	300.0036
79234.44500000001	0.0689872652	0.0689872652	2.72953611E-007	2.72953611E-007	300.0039
79234.44500000001	0.0689895373	0.0689895373	-3.95539687E-007	-3.95539687E-007	300.0053
79234.44500000001	0.06898835740000001	0.06898835740000001	-7.66924853E-007	-7.66924853E-007	300.0053
79234.44500000001	0.0689886069	0.0689886069	-2.46985621E-007	-2.46985621E-007	300.0053
79194.75	0.0689877641	0.0689877641	1.98676578E-007	1.98676578E-007	300.0055
79194.75	0.06898663820000001	0.06898663820000001	4.95784711E-007	4.95784711E-007	300.0055
79194.75	0.068987009	0.068987009	2.72953611E-007	2.72953611E-007	300.0055
79153.92999999999	0.0689869686	0.0689869686	-9.897559519999999E-007	-9.897559519999999E-007	300.0056
79153.92999999999	0.0689889103	0.0689889103	1.24399545E-007	1.24399545E-007	300.0044
79153.92999999999	0.0689878855	0.0689878855	1.98676578E-007	1.98676578E-007	300.0044
79153.92999999999	0.06898765630000001	0.06898765630000001	-3.21262654E-007	-3.21262654E-007	300.0044
79114.79700000001	0.068985964	0.068985964	-1.72708587E-007	-1.72708587E-007	300.0046
79114.79700000001	0.0689874742	0.0689874742	-1.21258705E-006	-1.21258705E-006	300.0046
79114.79700000001	0.06898967220000001	0.06898967220000001	5.70061744E-007	5.70061744E-007	300.0046
79074.727	0.0689890586	0.0689890586	5.01225119E-008	5.01225119E-008	300.0047
79074.727	0.06898807429999999	0.06898807429999999	-1.06403299E-006	-1.06403299E-006	300.0015
79074.727	0.06898777740000001	0.06898777740000001	1.98676578E-007	1.98676578E-007	300.0015
