H (Oe)	V1(NONE) (V)	V2(6-1) (V)	V3(NONE) (V)	I(11-16) (A)	T (K)
79999.742	-0.0658900873	-0.0658900873	-9.84599595E-008	-9.84599595E-008	300.0025
80000.109	-0.06589103120000001	-0.06589103120000001	-3.21290068E-007	-3.21290068E-007	300.0034
80000.109	-0.0658911121	-0.0658911121	3.47203408E-007	3.47203408E-007	300.0034
79920.516	-0.06589055250000001	-0.06589055250000001	-2.41802772E-008	-2.41802772E-008	300.0037
79920.516	-0.0658894738	-0.0658894738	-9.897778590000001E-007	-9.897778590000001E-007	300.0037
79877.219	-0.06588950070000001	-0.06588950070000001	-9.84570143E-008	-9.84570143E-008	300.0029
79560.625	-0.06588926470000001	-0.06588926470000001	-7.66947648E-007	-7.66947648E-007	300.0035
79519.992	-0.0658905997	-0.0658905997	5.00964599E-008	5.00964599E-008	300.0049
79519.992	-0.0658885501	-0.0658885501	5.70033619E-007	5.70033619E-007	300.0049
79519.992	-0.0658893794	-0.0658893794	-8.41227688E-007	-8.41227688E-007	300.0049
79519.992	-0.065890121	-0.065890121	-2.47014139E-007	-2.47014139E-007	300.0049
79462.891	-0.0658900536	-0.0658900536	8.67136265E-007	8.67136265E-007	300.0051
79462.891	-0.065888867	-0.065888867	-3.21290833E-007	-3.21290833E-007	300.0051
79462.891	-0.0658884287	-0.0658884287	-1.72737446E-007	-1.72737446E-007	300.0048
79422.07000000001	-0.0658881927	-0.0658881927	5.00926353E-008	5.00926353E-008	300.005
79422.07000000001	-0.0658878759	-0.0658878759	-5.44120914E-007	-5.44120914E-007	300.005
79422.07000000001	-0.0658891704	-0.0658891704	2.72922716E-007	2.72922716E-007	300.005
79381.813	-0.06588894789999999	-0.06588894789999999	1.24369329E-007	1.24369329E-007	300.0051
79381.813	-0.06588853660000001	-0.06588853660000001	-9.897810750000001E-007	-9.897810750000001E-007	300.0051
79381.813	-0.06588850960000001	-0.06588850960000001	-9.15504382E-007	-9.15504382E-007	300.0039
79340.242	-0.0658897502	-0.0658897502	-1.06405777E-006	-1.06405777E-006	300.0041
79340.242	-0.0658880781	-0.0658880781	-5.44120914E-007	-5.44120914E-007	300.0041
79340.242	-0.065888604	-0.065888604	3.4719941E-007	3.4719941E-007	300.0041
79340.242	-0.065888395	-0.065888395	-6.92674301E-007	-6.92674301E-007	300.0041
79300.359	-0.0658889074	-0.0658889074	-6.92674301E-007	-6.92674301E-007	300.0042
79300.359	-0.0658886917	-0.0658886917	-9.84607519E-008	-9.84607519E-008	300.0042
79300.359	-0.0658885703	-0.0658885703	-6.92674301E-007	-6.92674301E-007	300.0042
79300.359	-0.0658881927	-0.0658881927	-9.84607519E-008	-9.84607519E-008	300.0069
79259.539	-0.06588709850000001	-0.06588709850000001	-2.41840583E-008	-2.41840583E-008	300.007
79259.539	-0.0658888514	-0.0658888514	4.95752797E-007	4.95752797E-007	300.007
79259.539	-0.0658901189	-0.0658901189	1.24369329E-007	1.24369329E-007	300.007
79220.219	-0.0658874221	-0.0658874221	-1.65827132E-006	-1.65827132E-006	300.0072
79220.219	-0.0658886761	-0.0658886761	5.00926353E-008	5.00926353E-008	300.0072
79220.219	-0.0658884604	-0.0658884604	-4.6984422E-007	-4.6984422E-007	300.006
79220.219	-0.0658884064	-0.0658884064	-5.44120914E-007	-5.44120914E-007	300.006
79180.148	-0.06588898629999999	-0.06588898629999999	-4.6984422E-007	-4.6984422E-007	300.0061
79180.148	-0.06588782660000001	-0.06588782660000001	-8.41227688E-007	-8.41227688E-007	300.0061
