时间秒	热浴温度	A	B	C	D
2064.405261039734	1.8	25343.323499999995	867.6213	26102.235	25008.767000000003
2459.3710174560547	1.8900000000000001	24611.988999999998	831.4856500000001	25359.397999999997	24315.944
2853.8154621124268	1.9845000000000002	23922.4975	797.6474999999998	24659.3065	23659.026
3248.3866727352142	2.0837250000000003	23271.091	765.9011499999999	23996.5975	23038.345
3642.813953638077	2.1879112500000004	22654.616	736.0740499999999	23370.946500000005	22449.539500000003
4037.506304502487	2.2973068125000005	22071.009499999996	708.02	22777.2425	21891.3375
4432.384411811829	2.4121721531250007	21519.053499999995	681.5922	22215.473499999996	21362.301499999998
4827.121932268143	2.5327807607812507	20994.737	656.67405	21681.7505	20859.784499999998
5222.208113193512	2.659419798820313	20497.5705	633.1467	21175.134	20381.717
5617.2850222587585	2.792390788761329	20025.1775	610.9096499999999	20694.1855	19927.752
6012.344180107117	2.932010328199395	19576.621	589.8688500000001	20237.050499999998	19495.379
6407.5253484249115	3.078610844609365	19150.735	569.9372	19802.1135	19084.02
6802.776982545853	3.2325413868398334	18744.9115	551.0353	19388.9165	18692.478
7198.523912668228	3.3941684561818253	18358.414500000003	533.0926000000001	18994.301	18319.218500000003
7594.041711091995	3.5638768789909165	17990.514	516.04265	18618.9385	17963.0375
7989.826208114624	3.742070722940462	17640.236	499.82495	18261.124499999998	17623.9125
8385.667909145355	3.9291742590874854	17306.0995	484.3864	17919.769500000002	17300.002
8781.42467880249	4.12563297204186	16987.765	469.67325	17594.6575	16991.248499999998
9177.656822681427	4.3319146206439525	16684.147	455.6414	17284.2865	16696.011000000002
9574.074610710144	4.54851035167615	16394.3595	442.2468999999999	16988.0805	16414.8415
9970.348867416382	4.775935869259957	16118.2305	429.44964999999996	16705.669500000004	16145.8725
10367.73905658722	5.014732662722955	15854.161500000002	417.2115	16435.839500000002	15889.324499999999
10817.06445813179	5.265469295859103	15602.686500000002	405.50145	16178.029499999997	15643.975
11267.044760227203	5.528742760652058	15362.3325	394.2866	15932.171500000002	15409.684
11717.025588989258	5.805179898684661	15132.636	383.5376000000001	15697.0865	15185.6575
12167.302990674973	6.095438893618894	14913.6525	373.22950000000003	15472.582	14972.016000000001
12617.135381221771	6.400210838299839	14704.245	363.33225000000004	15258.0515	14767.462
13071.013456106186	6.720221380214831	14504.415499999997	353.82534999999996	15053.4225	14572.2215
13523.756598711014	7.056232449225572	14313.419500000002	344.6868999999999	14857.538499999999	14385.5795
13978.240310430527	7.409044071686851	14130.894500000002	335.89639999999997	14670.723999999998	14206.885
14435.068055391312	7.779496275271193	13956.528	327.4305	14491.865	14036.502000000002
14890.161616325378	8.168471089034753	13790.0065	319.2724	14321.173999999999	13873.323
15403.154371023178	8.57689464348649	13630.8565	311.4085	14157.757	13717.466499999999
15917.078822851181	9.005739375660815	13478.906	303.81675	14001.809500000001	13568.527
18660.07692718506	9.456026344443856	13333.23	296.48385	13852.4725	13425.659
19227.05043411255	9.928827661666048	13194.544	289.39410000000004	13710.312999999998	13289.853000000001
19794.05536055565	10.425269044749351	13061.706499999998	282.53375	13574.312000000002	13159.5615
20361.058453798294	10.94653249698682	12934.803500000002	275.8893	13443.881000000001	13034.8755
20981.174148082733	11.49385912183616	12813.694	269.4478	13319.685	12915.978000000001
21601.20109272003	12.068552077927967	12697.795	263.19649999999996	13200.579	12802.218
22221.09192276001	12.671979681824364	12586.869500000003	257.12300000000005	13086.798999999999	12693.226
22893.088770866394	13.305578665915583	12480.834	251.21784999999997	12978.01	12589.08
23565.077448368073	13.970857599211362	12379.5605	245.47259999999997	12873.9585	12489.5905
24238.27676129341	14.66940047917193	12283.375	239.87185000000002	12775.164499999999	12394.89
24964.221306562424	15.402870503130526	12190.5975	234.40972499999995	12680.0095	12303.775
25742.192855119705	16.173014028287053	12102.133	229.07779	12589.1255	12216.9515
26520.131368637085	16.981664729701407	12017.432999999997	223.86665500000004	12502.1865	12133.5775
27351.140595197678	17.83074796618648	11936.553500000002	218.76987	12419.196000000002	12054.011
28234.297303915024	18.722285364495804	11859.161	213.77875	12339.595500000001	11977.9225
29171.240406036377	19.658399632720595	11785.2045	208.88794	12263.793	11905.265499999998
30160.278204917908	20.641319614356625	11714.469	204.08984	12191.2155	11835.755
31254.180562019348	21.673385595074457	11647.001	199.38331	12121.995	11769.4715
32401.39880347252	22.757054874828178	11582.566	194.75851000000003	12055.726	11705.99
33654.18349671364	23.894907618569587	11521.177000000001	190.21585	11992.789499999997	11645.6295
34960.36137223244	25.089652999498067	11462.206	185.74479	11932.2675	11587.7645
36371.29173254967	26.34413564947297	11406.165	181.34919499999995	11874.8915	11532.6875
37888.374156713486	27.66134243194662	11352.8585	177.02665000000002	11820.011499999999	11480.085499999997
39510.225259542465	29.04440955354395	11301.957	172.77040999999997	11767.822000000002	11430.1905
41239.4101433754	30.496630031221148	11253.519500000002	168.58355500000002	11718.1945	11382.6625
43706.682801008224	32.021461532782205	11208.370499999997	164.462175	11671.9675	11338.327000000001
45859.387135505676	33.622534609421315	11164.4785	160.40642	11627.017	11295.290499999997
48173.37749671936	35.30366133989238	11122.931	156.41561	11584.219	11254.39
50645.39792275429	37.068844406886996	11083.087000000001	152.4848	11543.7455	11215.495
53273.39050936699	38.922286627231344	11045.538999999999	148.628515	11505.390500000001	11178.8225
