时间秒	热浴温度	A	B	C	D
342.6219172477722	1.8	1789.9570999999996	867.5936000000002	26100.085	25004.035499999998
736.1584010124207	1.8900000000000001	1800.2100500000001	831.4794999999998	25358.045	24310.497000000003
1129.6669852733612	1.9845000000000002	1806.8208500000003	797.6465	24657.37	23655.512
1523.1447434425354	2.0837250000000003	1811.17	765.90035	23992.1775	23035.489500000003
1916.8714282512665	2.1879112500000004	1814.3014500000002	736.0773999999999	23366.413499999995	22447.524500000003
2310.3214914798737	2.2973068125000005	1815.86775	708.0168000000001	22773.8	21889.7625
2703.868333339691	2.4121721531250007	1818.30815	681.5929500000001	22212.041999999998	21359.54
3097.539873600006	2.5327807607812507	1820.9338	656.6727000000001	21678.7905	20858.425
3491.1697483062744	2.659419798820313	1823.6183999999996	633.1468999999998	21172.718999999997	20380.786
3884.836096048355	2.792390788761329	1826.0580499999999	610.9106999999999	20691.904000000002	19926.397
4278.648738145828	2.932010328199395	1828.2321500000003	589.86895	20235.0265	19494.670500000004
4672.336043834686	3.078610844609365	1830.05125	569.93595	19799.996	19083.202
5066.164358139038	3.2325413868398334	1831.3397	551.0344499999999	19386.194000000003	18690.98
5460.081312179565	3.3941684561818253	1832.4647	533.0919	18992.5015	18317.819499999998
5854.112035751343	3.5638768789909165	1833.368	516.04255	18617.2635	17962.304
6248.256213903427	3.742070722940462	1834.3057500000002	499.82525000000004	18259.59	17623.2245
6642.4451587200165	3.9291742590874854	1834.78815	484.38735	17918.477000000003	17299.2025
7036.810902833939	4.12563297204186	1835.4745500000001	469.67385	17593.285	16990.37
7431.010861635208	4.3319146206439525	1836.19455	455.64059999999995	17283.093999999997	16695.676
7825.348401546478	4.54851035167615	1836.9177500000003	442.24555	16986.865	16414.128500000003
8219.963655233383	4.775935869259957	1837.20365	429.44989999999996	16704.535	16144.827
8614.760203361511	5.014732662722955	1837.382	417.212	16434.498	15888.5255
9061.752955675125	5.265469295859103	1837.0986000000003	405.50115	16176.828500000001	15642.911499999998
9508.76124882698	5.528742760652058	1837.1921499999999	394.2868	15930.922000000002	15408.632000000001
9956.104911327362	5.805179898684661	1837.4500500000001	383.5375	15695.945	15185.3525
10403.501400709152	6.095438893618894	1837.8772	373.22860000000003	15471.555	14971.3625
10850.533305883408	6.400210838299839	1838.7744	363.3311	15257.149	14766.677999999998
11298.041075229645	6.720221380214831	1840.1897999999999	353.82515	15052.491500000004	14571.185999999998
11745.411663293839	7.056232449225572	1841.4674499999999	344.68819999999994	14856.608499999998	14384.986499999999
12193.08008480072	7.409044071686851	1842.16025	335.89565000000005	14669.656500000001	14206.214500000002
12641.102210998535	7.779496275271193	1842.49425	327.43035	14490.991000000002	14035.507
13088.755687475204	8.168471089034753	1843.6826500000002	319.27305	14320.223	13872.5065
13589.238721132278	8.57689464348649	1846.5299	311.4087	14157.1595	13716.6825
14088.91813158989	9.005739375660815	1850.7360999999999	303.81645000000003	14001.322000000002	13567.722
14589.643727064133	9.456026344443856	1854.1929499999999	296.48240000000004	13852.1855	13425.1745
15090.041796684265	9.928827661666048	1857.7611000000002	289.39419999999996	13709.7805	13288.8935
15647.848020792007	10.425269044749351	1863.7068	282.53430000000003	13573.750499999998	13158.7665
16200.988436698914	10.94653249698682	1869.1726	275.88919999999996	13443.5065	13034.2025
16754.6569314003	11.49385912183616	1873.69755	269.44745	13319.084499999999	12915.15
17361.33688235283	12.068552077927967	1876.5852500000003	263.19699999999995	13200.0375	12801.331500000002
17967.629930973053	12.671979681824364	1879.089	257.12375	13086.264	12692.412
18574.033452510834	13.305578665915583	1880.2925500000001	251.21869999999996	12977.5345	12588.487000000001
19233.09452676773	13.970857599211362	1883.1113	245.47244999999998	12873.5975	12488.8945
19894.254980802536	14.66940047917193	1882.4607	239.87176	12774.6515	12394.146999999999
20607.372864484787	15.402870503130526	1881.99805	234.40958999999998	12679.6575	12303.074499999999
21372.10485816002	16.173014028287053	1881.9271500000002	229.07782500000002	12588.699500000002	12215.664999999997
22139.7133436203	16.981664729701407	1881.8856	223.86603499999998	12501.737000000001	12132.492
22963.297048330307	17.83074796618648	1881.6475	218.769	12418.4885	12052.8725
23840.48757481575	18.722285364495804	1881.7406	213.77846499999998	12339.216500000002	11976.734499999999
24772.29707622528	19.658399632720595	1881.7282500000001	208.88838499999997	12263.313	11904.003
25757.461293697357	20.641319614356625	1880.0942499999999	204.09008999999998	12190.819999999998	11834.5315
26847.38899922371	21.673385595074457	1884.4700500000001	199.38296	12121.525	11768.180499999999
27990.392527103424	22.757054874828178	1890.7433500000002	194.75785	12055.269500000002	11704.872
29238.40257334709	23.894907618569587	1891.6301500000002	190.214905	11992.2225	11644.401000000002
30538.346928358078	25.089652999498067	1891.8365999999996	185.744375	11931.903	11586.626499999998
31734.441358089447	26.34413564947297	1895.7934999999998	181.289495	11874.191	11531.197999999999
33244.32490634918	27.66134243194662	1896.1251000000002	177.01378499999998	11820.942000000003	11480.274
34965.48362612724	29.04440955354395	1898.0741999999998	172.767285	11769.112499999997	11430.653999999999
36791.51099681854	30.496630031221148	1916.1652000000001	168.57962500000002	11719.3505	11383.186000000002
38775.43267083168	32.021461532782205	1922.08435	164.460615	11672.0525	11337.874
40916.524495601654	33.622534609421315	1923.3385500000002	160.406195	11626.9545	11294.731000000002
43215.45784687996	35.30366133989238	1921.2335999999998	156.41563	11584.365999999998	11253.8135
45726.46995806694	37.068844406886996	1918.85485	152.48895000000002	11543.647999999997	11215.0225
48397.41283726692	38.922286627231344	1915.79405	148.628695	11505.557999999997	11178.283500000001
