时间秒	热浴温度	A	B	C	D
1384.3632578849792	1.8	26985.895	867.61285	27811.775	26621.778
1778.1965408325195	1.8900000000000001	26071.745	831.4817499999999	26880.76	25751.406500000005
2171.787106513977	1.9845000000000002	25218.445	797.6460500000001	26011.585	24939.785
2565.490526676178	2.0837250000000003	24420.54	765.8996	25198.765	24176.9115
2959.1490082740784	2.1879112500000004	23673.9385	736.07465	24437.37	23462.446999999996
3352.8528637886047	2.2973068125000005	22974.317000000003	708.0167999999999	23721.468999999997	22791.735500000003
3746.995514154434	2.4121721531250007	22318.2435	681.5947500000001	23051.554500000002	22162.007999999998
4140.886895656586	2.5327807607812507	21702.327999999998	656.67265	22422.756	21568.876500000002
4534.740067243576	2.659419798820313	21122.739499999996	633.1459	21832.008499999996	21010.9245
4928.814000368118	2.792390788761329	20577.4285	610.9091999999999	21275.266	20484.816
5322.875659227371	2.932010328199395	20064.231499999998	589.8675999999999	20751.208000000002	19989.907000000003
5717.1310114860535	3.078610844609365	19580.518	569.9355	20257.165500000003	19522.299
6111.377017736435	3.2325413868398334	19123.758	551.0342999999999	19790.242	19080.2265
6505.630230665207	3.3941684561818253	18692.527	533.0925500000001	19349.605000000003	18662.5405
6900.069338560104	3.5638768789909165	18285.475	516.04315	18933.0255	18267.5915
7294.547212362289	3.742070722940462	17900.13	499.82505000000003	18538.983500000002	17893.272999999997
7689.205347061157	3.9291742590874854	17535.6035	484.38595000000004	18165.894	17538.9945
8083.80225944519	4.12563297204186	17190.449500000002	469.67505000000006	17812.3175	17202.8385
8478.504536151886	4.3319146206439525	16863.205	455.64209999999997	17477.1855	16884.2155
8925.474206924438	4.54851035167615	16553.178	442.245	17159.058	16581.9325
9372.866595745087	4.775935869259957	16258.881000000001	429.4484	16857.1835	16294.7335
9820.104995012283	5.014732662722955	15979.515	417.21175000000005	16570.9315	16021.811500000002
10267.651014566422	5.265469295859103	15714.008999999998	405.50160000000005	16298.701000000001	15762.587
10715.140891551971	5.528742760652058	15461.627	394.28705	16039.9505	15516.008999999998
11162.579859733582	5.805179898684661	15221.79	383.537	15793.8585	15281.140999999998
11610.046114206314	6.095438893618894	14993.7755	373.2283	15560.017	15057.937
12057.712640047073	6.400210838299839	14776.684	363.33240000000006	15337.212	14845.702999999998
12505.607556819916	6.720221380214831	14570.0725	353.82550000000003	15124.914499999999	14643.1665
12953.95526432991	7.056232449225572	14373.455999999998	344.68604999999997	14923.050500000001	14450.375500000002
13402.154660463333	7.409044071686851	14185.9035	335.8952499999999	14730.4355	14266.463
13903.20542216301	7.779496275271193	14007.263500000001	327.43149999999997	14547.146499999999	14091.1215
14403.952752113342	8.168471089034753	13836.808500000001	319.27395	14372.325499999999	13923.965
14905.150375127792	8.57689464348649	13674.413999999999	311.4095	14205.355	13764.54
15405.463737249374	9.005739375660815	13519.402000000002	303.81665	14045.886	13612.158500000001
15959.07512497902	9.456026344443856	13371.598499999998	296.4839	13893.983999999999	13466.841499999999
16512.473247766495	9.928827661666048	13230.401000000002	289.3952	13748.908500000001	13328.079
17067.699754476547	10.425269044749351	13095.577999999998	282.53355	13610.4485	13195.7125
17622.002023935318	10.94653249698682	12966.731500000002	275.88995	13478.2755	13069.040500000001
18228.279121875763	11.49385912183616	12843.701000000001	269.4479	13351.955499999998	12948.117
18835.147903442383	12.068552077927967	12726.388500000001	263.1963	13231.318000000001	12832.5635
19494.324778795242	12.671979681824364	12614.018000000004	257.1236	13115.809	12722.0005
20153.400656461716	13.305578665915583	12506.6855	251.21844999999996	13005.4695	12616.311000000002
20815.843595266342	13.970857599211362	12404.008	245.47089999999997	12900.112000000001	12515.4035
21531.505423784256	14.66940047917193	12306.6565	239.87164000000004	12799.961000000001	12419.584499999999
22245.26489830017	15.402870503130526	12212.833999999999	234.41033499999998	12703.555499999999	12327.181
23017.189380407333	16.173014028287053	12123.0735	229.07777500000003	12611.306499999999	12238.931
23842.221692323685	16.981664729701407	12037.31	223.86608999999996	12523.305	12154.633999999998
24878.36240506172	17.83074796618648	11956.767	218.76834000000002	12440.636	12075.411
25811.577828407288	18.722285364495804	11878.396499999999	213.78054000000003	12360.1	11998.0285
26797.230506420135	19.658399632720595	11803.383500000002	208.887765	12282.957	11924.058500000001
27888.317982196808	20.641319614356625	11731.6215	204.09486	12209.407000000001	11853.556
29032.24002122879	21.673385595074457	11663.074499999999	199.38372999999999	12138.8745	11786.171499999999
30228.307734966278	22.757054874828178	11597.712	194.7559	12071.6515	11721.788999999999
31791.3150639534	23.894907618569587	11535.695	190.204975	12007.948	11660.720499999998
33354.348603248596	25.089652999498067	11476.5925	185.75099999999998	11947.32	11602.614
34866.33079171181	26.34413564947297	11419.673999999999	181.344465	11888.7725	11546.638500000001
36746.42373418808	27.66134243194662	11365.642000000002	177.033295	11833.59	11493.4815
38521.29610848427	29.04440955354395	11313.8815	172.76614	11780.486499999999	11442.6725
40454.43363189697	30.496630031221148	11264.7755	168.57993	11730.081	11394.3235
42543.384841918945	32.021461532782205	11218.003999999999	164.47589499999998	11682.1625	11348.389
44791.31081724167	33.622534609421315	11173.711000000001	160.404435	11636.618	11304.91
47196.38460922241	35.30366133989238	11131.271999999999	156.413775	11593.2745	11263.223999999998
49814.52495718002	37.068844406886996	11091.223499999998	152.48767	11552.1945	11223.895
52641.42212963104	38.922286627231344	11052.994500000003	148.625215	11513.1525	11186.575
