时间秒	热浴温度K	κ	变异系数	时间常数平均
1862	1.8	-0.0011117761977631436	-0.14369248048211727	2.0
2318	1.8900000000000001	-0.0016472053623317936	-0.042864583343428735	2.0
2774	1.9845000000000002	-0.002098078680764267	-0.0415177724130987	2.0
3230	2.0837250000000003	-0.0027042307999121736	-0.06186409958263929	2.0
3687	2.1879112500000004	-0.0032841975202127505	-0.04617134802161022	2.0
4143	2.2973068125000005	-0.0037573975807561875	-0.018422754534237223	2.0
4599	2.4121721531250007	-0.004180898048813379	-0.047104070485255375	2.0
5056	2.5327807607812507	-0.004627954276787342	-0.023002618157805486	2.0
5512	2.659419798820313	-0.005511316599650586	-0.02890093830176193	2.0
5968	2.792390788761329	-0.0057857763660348555	-0.03966898445253107	2.0
6424	2.932010328199395	-0.006623831202558284	-0.02327329885632985	2.0
6881	3.078610844609365	-0.007403985362465281	-0.009517717610022562	2.0
7338	3.2325413868398334	-0.007793791754539217	-0.01479918672615596	2.0
7794	3.3941684561818253	-0.008183184425013331	-0.028203613749409665	2.0
8250	3.5638768789909165	-0.008555742687049199	-0.019107131791295598	2.0
8707	3.742070722940462	-0.008957944020808907	-0.013470003423275723	2.0
9163	3.9291742590874854	-0.008999596985883934	-0.009833956910905986	2.0
9619	4.12563297204186	-0.009670143467902863	-0.029987955564082812	2.0
10076	4.3319146206439525	-0.009429364161122035	-0.02806677810244548	2.0
10532	4.54851035167615	-0.009694863734467126	-0.0315852514067682	2.0
10989	4.775935869259957	-0.010553376650697702	-0.015287324299228666	2.0
11445	5.014732662722955	-0.01023680287774254	-0.04579346033752262	2.0
11902	5.265469295859103	-0.010334928776638748	-0.019678346294080325	2.0
12410	5.528742760652058	-0.010273328858319553	-0.03607592551787783	2.0
12919	5.805179898684661	-0.010780088689281014	-0.03300263090464626	2.0
13428	6.095438893618894	-0.010806999696067692	-0.012914885512734715	2.0
13936	6.400210838299839	-0.011071887078201004	-0.02397311558359391	2.0
14445	6.720221380214831	-0.010488998772817879	-0.007135741774698774	2.0
14954	7.056232449225572	-0.010474239421264188	-0.04412804342597564	2.0
15462	7.409044071686851	-0.01034680287385148	-0.004126685998513744	2.0
15971	7.779496275271193	-0.010569115251206232	-0.01979540371538255	2.0
16532	8.168471089034753	-0.010042218460591208	-0.013208337154992249	2.0
17092	8.57689464348649	-0.01012254473363879	-0.03610293687095446	2.0
17653	9.005739375660815	-0.009837805692508587	-0.023567052423082997	2.0
18214	9.456026344443856	-0.009750701716125729	-0.028623306534296143	2.0
18775	9.928827661666048	-0.009949200865694459	-0.024066575989560277	2.0
19387	10.425269044749351	-0.009785002899381374	-0.03850833231197888	2.0
20000	10.94653249698682	-0.009300909845538252	-0.028033311172039423	2.0
20613	11.49385912183616	-0.009503658844609257	-0.00952820494908226	2.0
21277	12.068552077927967	-0.009022154136758468	-0.022167510969985958	2.0
21942	12.671979681824364	-0.008759341501015282	-0.0283087611369331	2.0
22607	13.305578665915583	-0.008739090017509547	-0.04728405396822771	2.0
23325	13.970857599211362	-0.008108382812888273	-0.021198755056648536	2.0
24042	14.66940047917193	-0.008197525280944458	-0.05479221915204257	2.0
24811	15.402870503130526	-0.007754455222235103	-0.048201940905123634	2.0
25632	16.173014028287053	-0.007419705025030606	-0.05116365166889027	2.0
26453	16.981664729701407	-0.006835411829437106	-0.02679496722759609	2.0
27327	17.83074796618648	-0.006478337757170899	-0.023601006363276132	2.0
28252	18.722285364495804	-0.006013362427874276	-0.0555664123952382	2.0
29230	19.658399632720595	-0.005901435245644129	-0.035686761503101135	2.0
30260	20.641319614356625	-0.005145794125093371	-0.009762607476273858	2.0
31394	21.673385595074457	-0.004833009811829753	-0.06347771394544312	2.0
32580	22.757054874828178	-0.00473974537420773	-0.05168536864764962	2.0
33871	23.894907618569587	-0.004478860862195897	-0.05214763538222516	2.0
35214	25.089652999498067	-0.004097990792846915	-0.039554746119688546	2.0
36504	26.34413564947297	-0.00381533623325568	-0.011906556404124222	2.0
38107	27.66134243194662	-0.0034962739027155185	-0.08225570127588208	2.0
39867	29.04440955354395	-0.003503688565646781	-0.01954963438525406	2.0
