时间秒	热浴温度K	κ	变异系数	时间常数平均
199	0.7	2.5599999521094207e-07	0.02297778618068443	2.0
398	0.735	2.5178631841011455e-07	0.014682603745429911	2.0
597	0.7717499999999999	2.50369319035104e-07	0.0066220769750959104	2.0
796	0.8103374999999999	2.5033633732704154e-07	0.0024964349933985688	2.0
995	0.8508543749999999	2.7990300348562024e-07	0.0040724431022710235	2.0
1194	0.89339709375	3.135050941919373e-07	0.0014238875960145777	2.0
1394	0.9380669484374999	3.520256806434688e-07	0.0039285192836568785	2.0
1592	0.9849702958593749	3.93407715324433e-07	0.0047924250885106635	2.0
1790	1.0342188106523436	4.3677165387259574e-07	0.007943041407709583	2.0
1990	1.0859297511849608	4.860691479576624e-07	0.0035758460164819683	2.0
2189	1.1402262387442088	5.415499160494656e-07	0.002133948133634775	2.0
2388	1.1972375506814192	6.018795922800084e-07	0.004743682418713043	2.0
2587	1.2570994282154901	6.678492619735275e-07	0.007658228038240297	2.0
2786	1.3199543996262646	7.406508691759702e-07	0.00943750789011614	2.0
2984	1.385952119607578	8.164040763929115e-07	0.002233373862373901	2.0
3182	1.4552497255879568	9.021204560629754e-07	0.002230112393747372	2.0
3381	1.5280122118673547	9.964265870665998e-07	0.007125668160774983	2.0
3580	1.6044128224607224	1.0869786946568903e-06	0.003432232587658289	2.0
3779	1.6846334635837585	1.182290670987419e-06	0.002859427169684293	2.0
3977	1.7688651367629464	1.3099963595694712e-06	0.011967339095792713	2.0
4175	1.8573083936010937	1.434398509089e-06	0.007038207297788127	2.0
4374	1.9501738132811484	1.5490013562808718e-06	0.0021712720969374365	2.0
4572	2.0476825039452056	1.7012368439655524e-06	0.0015858984064986976	2.0
4771	2.150066629142466	1.8395498693846642e-06	0.0015064752523197323	2.0
4969	2.2575699605995894	2.0025044375792153e-06	0.001270936726564991	2.0
5168	2.3704484586295687	2.1615691148104726e-06	0.012955730407469414	2.0
5366	2.488970881561047	2.3583778803006285e-06	0.009703605023168931	2.0
5565	2.6134194256390995	2.541242516756854e-06	0.00958193697616096	2.0
5764	2.7440903969210546	2.7429386148151796e-06	0.007242055718444412	2.0
5962	2.881294916767107	3.0507883288953173e-06	0.008788842128197336	2.0
