时间秒	热浴温度	高侧	低侧
1652191849.3372498	1.8	25169.295499999997	25989.858499999995
1652192101.2509277	1.8900000000000001	24457.749000000003	25261.832000000002
1652192353.1759834	1.9845000000000002	23786.420499999997	24574.801500000005
1652192605.140703	2.0837250000000003	23149.295999999995	23923.524500000003
1652192857.1636608	2.1879112500000004	22545.243000000002	23305.621
1652193109.142002	2.2973068125000005	21971.749	22720.276
1652193360.9527898	2.4121721531250007	21427.36	22163.624499999998
1652193612.9437373	2.5327807607812507	20911.552499999998	21635.995499999997
1652193864.9596105	2.659419798820313	20419.953999999998	21133.62
1652194116.9500754	2.792390788761329	19952.4645	20655.5695
1652194368.9565685	2.932010328199395	19507.557500000003	20200.8965
1652194620.956293	3.078610844609365	19084.665	19768.309500000003
1652194872.9845004	3.2325413868398334	18680.818499999998	19355.638
1652195125.226276	3.3941684561818253	18297.522	18963.124
1652195377.3821447	3.5638768789909165	17931.8035	18588.322
1652195629.5979524	3.742070722940462	17582.773	18230.928
1652195881.8217013	3.9291742590874854	17250.803	17890.9495
1652196134.0971403	4.12563297204186	16932.6555	17565.672000000002
1652196386.4717872	4.3319146206439525	16630.1385	17255.2965
1652196638.7479155	4.54851035167615	16341.3105	16959.1515
1652196891.1686573	4.775935869259957	16065.714	16676.7715
1652197195.7247553	5.014732662722955	15802.370499999997	16406.4915
1652197500.4262428	5.265469295859103	15551.033000000001	16148.865499999998
1652197804.8846166	5.528742760652058	15311.038999999999	15902.858499999998
1652198109.3870294	5.805179898684661	15081.922000000002	15667.4585
1652198413.9428263	6.095438893618894	14863.4455	15443.354500000001
1652198718.7902012	6.400210838299839	14654.3545	15228.6455
1652199023.5396116	6.720221380214831	14454.9165	15024.184499999998
1652199328.3100843	7.056232449225572	14264.133	14828.140500000001
1652199842.4886043	7.409044071686851	14081.860500000003	14641.123500000002
1652200147.6867049	7.779496275271193	13907.867999999999	14462.528999999999
1652200453.0411417	8.168471089034753	13741.565	14291.715
1652200811.0997171	8.57689464348649	13583.225	14128.790499999997
1652201169.0460532	9.005739375660815	13431.743999999999	13973.271
1652201683.3027742	9.456026344443856	13285.562	13823.2115
1652202146.3148248	9.928827661666048	13147.5575	13681.581499999998
1652202556.678471	10.425269044749351	13015.348999999998	13545.681499999999
1652202967.501686	10.94653249698682	12889.116499999998	13415.647000000003
1652203377.8414605	11.49385912183616	12767.821000000002	13291.210500000003
1652203788.446645	12.068552077927967	12652.412	13172.6395
1652204303.1453648	12.671979681824364	12542.023500000001	13059.228000000001
1652204818.9483387	13.305578665915583	12436.4645	12950.511499999999
1652205281.7813392	13.970857599211362	12335.758500000002	12847.035
1652205797.3742576	14.66940047917193	12239.601	12748.063999999998
1652206365.6174212	15.402870503130526	12147.3055	12652.9795
1652207038.5493236	16.173014028287053	12059.6155	12562.933500000001
1652207711.6009538	16.981664729701407	11975.357000000002	12476.1375
1652208436.9833097	17.83074796618648	11894.8465	12393.570500000003
1652209267.7590406	18.722285364495804	11817.975999999999	12314.6825
1652210203.0832736	19.658399632720595	11744.5375	12239.073499999999
1652211086.15695	20.641319614356625	11674.2085	12166.69
1652212074.2560902	21.673385595074457	11607.337000000001	12097.8775
1652214424.9844496	22.757054874828178	11544.373499999998	12033.335
1652215571.406202	23.894907618569587	11482.5635	11969.757000000001
1652216824.1306567	25.089652999498067	11424.613500000001	11909.926
1652218129.3957467	26.34413564947297	11369.395	11853.4005
1652220011.6638656	27.66134243194662	11316.739500000001	11799.353500000001
1652221370.1607287	29.04440955354395	11266.579	11747.776000000002
