时间秒	热浴温度K	κ	变异系数	时间常数平均
2449	1.8	1.317925915106248e-06	0.008008428307435294	2.0
3125	1.8900000000000001	1.4331099021820412e-06	0.0017466329237469291	2.0
3800	1.9845000000000002	1.5613738397464163e-06	0.0024833608832328237	2.0
4475	2.0837250000000003	1.693389462162403e-06	0.0016692824982813977	2.0
5151	2.1879112500000004	1.8411110394231943e-06	0.0017235537098803972	2.0
5828	2.2973068125000005	1.998918371422454e-06	0.0016781504897306874	2.0
6505	2.4121721531250007	2.157025977861382e-06	0.0015825024394598513	2.0
7182	2.5327807607812507	2.336171959689572e-06	0.0030915042538127843	2.0
7859	2.659419798820313	2.5245508243945016e-06	0.0008290867994814434	2.0
8536	2.792390788761329	2.7209180260756113e-06	0.001677206884518096	2.0
9212	2.932010328199395	2.9331736086894972e-06	0.0019372301081098746	2.0
9888	3.078610844609365	3.149168555869347e-06	0.0021749321195569846	2.0
10564	3.2325413868398334	3.395399451164742e-06	0.002526978816891366	2.0
11240	3.3941684561818253	3.641263456458588e-06	0.0026297398934849088	2.0
11916	3.5638768789909165	3.895095551092723e-06	0.004127525328101574	2.0
12592	3.742070722940462	4.173803070225802e-06	0.0031349394966465327	2.0
13269	3.9291742590874854	4.471684847119244e-06	0.0014783564055587844	2.0
13945	4.12563297204186	4.767785403407862e-06	0.0002732569244681257	2.0
14620	4.3319146206439525	5.103584294242345e-06	0.0036980384776025715	2.0
15297	4.54851035167615	5.446888540422068e-06	0.0022438232922348807	2.0
15974	4.775935869259957	5.7983814673963556e-06	0.0008575299448287182	2.0
16703	5.014732662722955	6.161419138485433e-06	0.0038283730443614663	2.0
17432	5.265469295859103	6.559098953498934e-06	0.000656258872865843	2.0
18161	5.528742760652058	6.9635560006754065e-06	0.0030140520569874353	2.0
18889	5.805179898684661	7.412439706358451e-06	0.003376853977199763	2.0
19618	6.095438893618894	7.861465074682558e-06	0.0040367188519135535	2.0
20347	6.400210838299839	8.32227143263604e-06	0.001835580064211049	2.0
21075	6.720221380214831	8.78750635698756e-06	0.003231841813221422	2.0
21804	7.056232449225572	9.29816956846636e-06	0.002339789092901471	2.0
22534	7.409044071686851	9.818457608077678e-06	0.0027853041052287074	2.0
23264	7.779496275271193	1.033809762685224e-05	0.006121296215481042	2.0
24099	8.168471089034753	1.0888700888517785e-05	0.0019428476367200512	2.0
24883	8.57689464348649	1.1493430713926529e-05	0.004188656532699884	2.0
25668	9.005739375660815	1.2079184402111638e-05	0.005648262742900667	2.0
26455	9.456026344443856	1.2698766356798626e-05	0.004055077364782344	2.0
27293	9.928827661666048	1.3325906405282392e-05	0.0016374315553538065	2.0
28132	10.425269044749351	1.3923997019849895e-05	0.0004071885242682194	2.0
28972	10.94653249698682	1.4499683084799253e-05	0.0021788545919644376	2.0
29864	11.49385912183616	1.5187141723227674e-05	0.00229640769355192	2.0
30759	12.068552077927967	1.572750623746304e-05	0.0025075915793034143	2.0
31706	12.671979681824364	1.652699386833144e-05	0.0035374005709913284	2.0
32653	13.305578665915583	1.7118957971653807e-05	0.0037187139264601653	2.0
33652	13.970857599211362	1.7899768037654443e-05	0.0006930408818309283	2.0
34651	14.66940047917193	1.8503674053328743e-05	0.002857047144852917	2.0
35702	15.402870503130526	1.910547161157661e-05	0.001887749113919205	2.0
36754	16.173014028287053	1.979625492064251e-05	0.004122725678099501	2.0
37963	16.981664729701407	2.0377330121069585e-05	0.003638540778351335	2.0
39225	17.83074796618648	2.1105011693284753e-05	0.00455742111485216	2.0
40696	18.722285364495804	2.1691166034052632e-05	0.0022095658250415318	2.0
42062	19.658399632720595	2.2347857832490936e-05	0.006047973026981486	2.0
44006	20.641319614356625	2.2753956261266654e-05	0.009164898118169592	2.0
45582	21.673385595074457	2.3414332778841138e-05	0.0037457827924490313	2.0
47263	22.757054874828178	2.404762659524399e-05	0.010620896590414423	2.0
49102	23.894907618569587	2.4447497989042084e-05	0.010502390629493251	2.0
51098	25.089652999498067	2.5326602144560404e-05	0.005364052122515172	2.0
53250	26.34413564947297	2.590842373245671e-05	0.011817148293273589	2.0
55613	27.66134243194662	2.6505508098845707e-05	0.008721398372226869	2.0
58237	29.04440955354395	2.698237115755725e-05	0.008615451155270593	2.0
