时间秒	热浴温度K	κ	变异系数	时间常数平均
199	0.7	2.0186943342394727e-07	0.033377324654516254	2.0
398	0.735	1.9595419541380204e-07	0.0014949620248390265	2.0
597	0.7717499999999999	1.9733338155106697e-07	0.003873373826022362	2.0
796	0.8103374999999999	2.253213491056732e-07	0.00767869959760724	2.0
994	0.8508543749999999	2.574851435168941e-07	0.008450284348153167	2.0
1192	0.89339709375	2.9031706514764056e-07	0.007332881582306492	2.0
1391	0.9380669484374999	3.288887582760328e-07	0.0029410438449452687	2.0
1589	0.9849702958593749	3.7093646362938205e-07	0.005277180929750844	2.0
1787	1.0342188106523436	4.167304775715627e-07	0.004208271387954536	2.0
1985	1.0859297511849608	4.6936013659671066e-07	0.006713464804556782	2.0
2183	1.1402262387442088	5.249867121056167e-07	0.002218088537605282	2.0
2381	1.1972375506814192	5.868452296441039e-07	0.003731787190046063	2.0
2579	1.2570994282154901	6.537375582845884e-07	0.006791064822053447	2.0
2777	1.3199543996262646	7.268050559655033e-07	0.006773473254682173	2.0
2975	1.385952119607578	8.055010421780043e-07	0.008444119887940756	2.0
3173	1.4552497255879568	8.946781281700383e-07	0.005175060849920073	2.0
3371	1.5280122118673547	9.897003302885256e-07	0.007173968052206927	2.0
3569	1.6044128224607224	1.0951741427631914e-06	0.0032063533005284597	2.0
3767	1.6846334635837585	1.1980255355610844e-06	0.005596423735196809	2.0
3965	1.7688651367629464	1.3254158702885217e-06	0.002672911358928285	2.0
4162	1.8573083936010937	1.440014815465484e-06	0.0039022318564673553	2.0
4360	1.9501738132811484	1.5757118422582523e-06	0.0024053225728359437	2.0
4557	2.0476825039452056	1.6938660322013874e-06	0.0020627113452318818	2.0
4755	2.150066629142466	1.8459918586320743e-06	0.00284478463676071	2.0
4953	2.2575699605995894	2.007004602563612e-06	0.0028028380012112574	2.0
5150	2.3704484586295687	2.172207410900221e-06	0.0031571107910636914	2.0
5348	2.488970881561047	2.3497110098851458e-06	0.0016799155372115115	2.0
5546	2.6134194256390995	2.543137467083026e-06	0.0008411629010272594	2.0
5743	2.7440903969210546	2.7321964378836654e-06	0.0014327123651319271	2.0
5941	2.881294916767107	2.937771126919745e-06	0.0017616424246277235	2.0
