时间秒	热浴温度K	κ	变异系数	时间常数平均
627	188	7.633834616319049e-05	0.014328312386646854	5.806705759555997
2176	190	7.62887639972865e-05	0.00531716680397705	6.028087255239014
3383	192	7.632174334670434e-05	0.009016390558746819	5.940248276928958
4488	194	7.552279689848557e-05	0.025677856820036482	5.913832433009095
5901	196	7.515452146430428e-05	0.002493108281803718	5.894248940489923
7041	198	7.445114576482876e-05	0.03190973106262718	6.1632796121276145
8216	200	7.486506250022226e-05	0.015611404925557166	5.990688019862791
9321	202	7.379641286933796e-05	0.003543970411518571	5.953280775959276
10529	204	7.367197525013268e-05	0.010763937839875726	6.042296127040856
12181	206	7.462032583386044e-05	0.0065533206448232465	5.945103011447256
13559	208	7.302220541411903e-05	0.004099785964126579	5.921120252951256
14596	210	7.343986050249966e-05	0.010524825023541448	5.898566674649328
17377	212	7.310478332167404e-05	0.011867899467809856	5.956642412912107
18723	214	7.424669304121057e-05	0.009553940010478528	6.076500748733711
19798	216	7.221373607017117e-05	0.008181335179714125	6.438791130988961
20869	218	7.262499096060097e-05	0.02258407189964163	6.1042087186644425
22423	220	7.325197130757198e-05	0.004116786082610907	6.415085728418731
23567	222	7.111025547179242e-05	0.005208475101488165	6.40669425599424
25738	224	7.225170692707498e-05	0.01218552085910894	6.4334020742883
26951	226	7.121644381851923e-05	0.009049728210181256	6.417076648458367
28094	228	7.27320649126357e-05	0.0032156649027155035	6.3483819990785335
29512	230	7.13630324661002e-05	0.015372769374494756	6.393570837458667
30621	232	7.19264034217628e-05	0.008105855237601128	6.276589334894369
31796	234	7.35937128326604e-05	0.00988879925227405	6.034642027470419
32837	236	7.17155268258846e-05	0.018628259390502732	6.317974485122311
34153	238	7.189095318440724e-05	0.0029839168738868874	6.4352019570439944
35231	240	7.108829211750909e-05	0.006954316612285433	6.550825619923496
36478	242	7.221571169939072e-05	0.02429801350050175	6.387416932223242
37520	244	7.179864103747185e-05	0.009129756526220391	6.44987725123097
38974	246	7.226785440906648e-05	0.015971388107386405	6.452326827560454
40052	248	7.184796858158983e-05	0.018482551084514343	6.523116058013053
41266	250	7.295828365379526e-05	0.021417710764924054	6.46616408990937
42927	252	7.283693131096699e-05	0.015987229385054424	6.490892158919299
43971	254	7.319280568787786e-05	0.012388295919996115	6.571712405280203
45287	256	7.430825393464624e-05	0.004852799809165533	6.3688249489313735
46332	258	7.395930187277506e-05	0.016495598952511535	6.596695220263073
47652	260	7.50668965331399e-05	0.02378274641730133	6.623774992898265
49004	262	7.619649098039839e-05	0.0296362565907414	6.43800328893792
50185	264	7.725854887889189e-05	0.009670125870433813	6.491949252870256
51261	266	7.951285597741885e-05	0.011431613808276992	6.312132029164387
52338	268	8.026864729600308e-05	0.007728042575880034	6.341371914969591
