时间秒	热浴温度	高侧	低侧
1651746528.0462675	1.8	25271.4415	26102.388
1651746779.9360397	1.8900000000000001	24542.300499999998	25355.024500000003
1651747031.952374	1.9845000000000002	23854.693	24650.686
1651747283.939141	2.0837250000000003	23205.916	23986.5125
1651747535.7443655	2.1879112500000004	22593.359500000002	23358.117000000002
1651747787.724568	2.2973068125000005	22011.9045	22763.3225
1651748039.5311842	2.4121721531250007	21460.460499999997	22199.318
1651748291.3235416	2.5327807607812507	20938.139	21665.129500000003
1651748543.0908744	2.659419798820313	20443.0055	21159.073500000002
1651748794.9025962	2.792390788761329	19972.788500000002	20677.89
1651749046.926976	2.932010328199395	19524.5115	20219.422
1651749298.9302435	3.078610844609365	19100.193	19784.2005
1651749550.8976977	3.2325413868398334	18694.8595	19370.01
1651749802.9063308	3.3941684561818253	18308.7635	18974.749
1651750054.8967924	3.5638768789909165	17942.403	18599.0875
1651750306.929377	3.742070722940462	17591.946	18240.477000000003
1651750559.0314822	3.9291742590874854	17258.339	17898.745
1651750811.1305695	4.12563297204186	16940.043999999998	17572.6535
1651751063.3821638	4.3319146206439525	16635.807	17260.805500000002
1651751315.5527964	4.54851035167615	16347.507000000001	16965.252999999997
1651751567.6231446	4.775935869259957	16069.7825	16680.535
1651751872.127906	5.014732662722955	15807.755500000001	16411.957
1651752176.81556	5.265469295859103	15556.0025	16153.859499999999
1651752481.3685231	5.528742760652058	15315.866000000002	15907.443500000001
1651752785.904043	5.805179898684661	15086.431999999999	15672.22
1651753090.5476484	6.095438893618894	14867.383000000003	15447.5175
1651753395.0554752	6.400210838299839	14657.1215	15231.5485
1651753751.8834505	6.720221380214831	14457.3175	15026.756000000001
1651754056.391226	7.056232449225572	14267.158500000001	14831.658000000001
1651754361.0552194	7.409044071686851	14084.6275	14644.408000000001
1651754665.8397105	7.779496275271193	13910.807999999997	14465.497999999998
1651755545.4279506	8.168471089034753	13742.0635	14292.565
1651755902.8551602	8.57689464348649	13583.213500000002	14129.2625
1651756260.2679842	9.005739375660815	13433.962000000001	13975.874500000002
1651756618.1269825	9.456026344443856	13288.6515	13826.437000000002
1651757028.483467	9.928827661666048	13149.457999999999	13683.447
1651757438.7003741	10.425269044749351	13017.050000000003	13547.599500000002
1651757848.82843	10.94653249698682	12890.419	13417.406500000001
1651758258.736668	11.49385912183616	12769.4265	13292.859499999999
1651758982.624806	12.068552077927967	12653.081499999998	13173.145999999999
1651759497.7213967	12.671979681824364	12543.291000000001	13060.514
1651760013.3277767	13.305578665915583	12437.704	12951.860499999999
1651760580.9302819	13.970857599211362	12336.9425	12848.316
1651761148.83084	14.66940047917193	12240.0425	12748.967999999999
1651761769.164277	15.402870503130526	12147.874500000002	12654.181999999999
1651762389.3213553	16.173014028287053	12059.800500000001	12563.559500000001
1651763114.2637327	16.981664729701407	11976.135	12477.4455
1651763839.8402205	17.83074796618648	11895.4235	12394.377000000002
1651764775.0023286	18.722285364495804	11818.8125	12315.6255
1651765657.6328826	19.658399632720595	11745.4515	12240.048999999999
1651766540.6943846	20.641319614356625	11675.034	12167.8095
1651767528.3122318	21.673385595074457	11608.171999999999	12099.103500000001
1651768674.1091766	22.757054874828178	11544.479	12033.4
1651769767.2425468	23.894907618569587	11483.694	11970.715
1651770966.3708992	25.089652999498067	11425.344000000001	11910.914
1651772323.011587	26.34413564947297	11369.426	11853.4445
1651773785.298521	27.66134243194662	11316.661	11799.546
1651775457.600814	29.04440955354395	11266.052	11747.292
