时间秒	热浴温度	高侧	低侧
1651577708.9027603	30	11249.44	11730.361
1651579786.7217612	28.5	11301.708999999999	11784.036
1651581708.6786044	27.075	11356.156500000001	11840.182000000003
1651583421.688726	25.721249999999998	11413.8335	11899.053
1651584978.2731967	24.435187499999998	11473.996000000001	11961.043
1651586483.0318317	23.213428124999997	11537.603500000001	12026.336000000001
1651587987.9427402	22.052756718749997	11604.377	12095.002000000002
1651589440.5562391	20.950118882812497	11674.380500000003	12166.832
1651590736.9829712	19.902612938671872	11747.599500000002	12242.008500000002
1651591824.7290142	18.90748229173828	11825.0765	12322.119499999999
1651592964.946943	17.962108177151364	11905.03	12404.645
1651594053.0846727	17.064002768293797	11990.2375	12491.92
1651595088.9548898	16.210802629879108	12079.344	12583.4345
1651596020.7104833	15.400262498385153	12172.205499999998	12679.155499999999
1651596900.1587975	14.630249373465896	12270.255500000001	12779.809
1651597779.8034184	13.898736904792601	12372.671499999999	12885.4655
1651598659.6700974	13.203800059552972	12480.0835	12995.671999999999
1651599644.5068908	12.543610056575323	12592.708999999999	13111.501499999998
1651600943.7297726	11.916429553746557	12711.265	13233.329500000002
1651601773.674032	11.32060807605923	12757.767000000002	13281.322999999999
1651601974.8204129	10.754577672256268	12761.9775	13285.314500000002
1651602176.114233	10.216848788643455	12764.37	13287.805
1651602377.0745378	9.706006349211282	12765.5805	13289.2475
1651602577.841884	9.22070603175072	12766.011499999999	13289.6045
1651602778.4607732	8.759670730163183	12765.945499999998	13289.081
1651602978.829409	8.321687193655023	12765.1	13288.649500000001
1651603179.6137486	7.905602833972273	12764.297999999999	13287.803
1651603380.2018766	7.510322692273659	12763.425500000001	13286.86
1651603580.9943297	7.134806557659976	12762.421999999997	13285.905500000003
1651603781.762482	6.778066229776977	12761.437999999998	13284.904500000002
1651603982.5009313	6.439162918288128	12760.320499999998	13283.791999999998
1651604183.3257363	6.1172047723737215	12759.145999999999	13282.412
1651604383.900723	5.811344533755036	12757.7995	13281.2215
1651604585.1329637	5.520777307067284	12756.672000000002	13279.7785
1651604785.6787572	5.2447384417139205	12755.744500000003	13279.0125
1651604986.90351	4.982501519628224	12754.6355	13277.8395
1651605188.1188056	4.733376443646813	12753.5985	13276.577999999998
1651605389.113443	4.496707621464473	12752.544	13275.555499999999
1651605590.33785	4.271872240391249	12751.362999999998	13274.495499999997
1651605792.0076864	4.058278628371687	12750.118	13273.3145
1651605993.8173473	3.8553646969531026	12749.213500000002	13272.162000000002
1651606195.9023902	3.6625964621054474	12747.7785	13270.777499999998
1651606397.9865565	3.479466639000175	12746.7465	13269.597000000002
1651606599.861674	3.305493307050166	12745.161	13268.037
1651606803.2383285	3.1402186416976576	12743.766000000001	13266.55
1651607006.1636	2.983207709612775	12742.229500000001	13264.994500000003
1651607209.065019	2.8340473241321362	12740.5105	13263.203500000001
1651607411.9998963	2.6923449579255294	12738.815999999999	13261.661
1651607614.7478414	2.557727710029253	12737.073499999999	13259.667
1651607818.0756052	2.4298413245277906	12735.414500000003	13257.8655
1651608021.6704943	2.308349258301401	12733.624500000002	13256.18
1651608225.6875956	2.1929317953863308	12732.0635	13254.618999999999
1651608429.646533	2.083285205617014	12730.314500000002	13252.864500000001
1651608633.4656618	1.9791209453361633	12728.816	13251.272999999997
1651608837.0152526	1.8801648980693553	12727.166500000001	13249.642
1651609041.0568845	1.7861566531658875	12725.736	13248.0415
1651609245.28749	1.6968488205075931	12724.304500000002	13246.630500000001
1651609449.4926147	1.6120063794822135	12722.7325	13245.046999999999
1651609653.6567109	1.5314060605081028	12721.35	13243.688
1651609857.694219	1.4548357574826976	12720.3125	13242.636
1651610061.9354637	1.3820939696085626	12718.983	13241.1255
1651610266.1297915	1.3129892711281343	12717.731500000002	13239.956499999998
1651610470.119583	1.2473398075717277	12716.3205	13238.374
1651610674.3275957	1.1849728171931413	12714.999500000002	13237.197999999999
1651610878.5800579	1.1257241763334842	12713.861	13236.3565
1651611082.773984	1.06943796751681	12713.167	13235.218
1651611286.9919782	1.0159660691409695	12712.2195	13234.3195
