时间秒	热浴温度K	κ	变异系数	时间常数平均
742	300	1.3534135870893215e-05	0.004195583157639196	17.155935273819498
2372	298	1.3312364146247007e-05	0.00550587830576604	17.15663973097307
3697	296	1.3090835333574127e-05	0.00973063799805043	17.51219770982789
6561	294	1.2961775909401167e-05	0.0058392966687113995	17.586860487381962
8401	292	1.2848646536657106e-05	0.003483017153252651	17.69453855234878
9971	290	1.2579528567939127e-05	0.004039711956296147	17.875284501630635
11543	288	1.2479795256168513e-05	0.004508971643714503	18.0794662326258
13015	286	1.2433182334699715e-05	0.00321935660899917	18.291679213884944
14590	284	1.2288028305440431e-05	0.00954602681077242	18.316044352207076
15823	282	1.2213959390055242e-05	0.006962046549814127	18.302110295741432
17264	280	1.2065993196555415e-05	0.0025564448286981858	18.48658332828924
18637	278	1.1818162336621504e-05	0.0030817564188139776	18.657178674061512
20016	276	1.1671795520852543e-05	0.0009335710979218603	19.027301545346976
21221	274	1.1698851396481149e-05	0.020054846012780184	18.83252786943977
22739	272	1.1515556585259851e-05	0.007992052666199	19.065436891064536
24257	270	1.1315047496272414e-05	0.0037516076429299867	19.18885099006309
25469	268	1.1249559202616525e-05	0.015128148798896745	19.315341069654195
27711	266	1.1057389478753154e-05	0.005375038763594917	19.50793388935274
29170	264	1.0837854882527544e-05	0.012689394664907322	19.881634427955856
30696	262	1.0835377712575024e-05	0.0024977579197868268	19.808660926463144
32125	260	1.0687593824223663e-05	0.01509257387500708	20.262051910086395
33414	258	1.0664500777178885e-05	0.0026994854707385885	20.066349885280896
34743	256	1.0432579430304164e-05	0.0009568039488259421	20.39654717775687
36106	254	1.0310579884803163e-05	0.010278040703531688	20.528902789162306
37437	252	1.0272029176459454e-05	0.006446096725578276	20.720098395148167
38769	250	1.0130004792513574e-05	0.005443777532005574	20.834523059527566
40444	248	9.987980603376973e-06	0.005732664223986578	20.7374537580428
41851	246	9.719258212500441e-06	0.007347174711262743	21.37300179266254
43394	244	9.852677202329413e-06	0.008404246170397449	21.0905771497184
44803	242	9.579566375655759e-06	0.009367807832640273	21.485225006668184
46317	240	9.57260116563139e-06	0.009192851756937166	21.602282610492946
47797	238	9.414342731369521e-06	0.0052066959450633235	21.630444951287686
49213	236	9.315814235515903e-06	0.011553867496677299	22.10983771127052
50767	234	9.23513398065346e-06	0.008370951647910053	22.01789700268382
52220	232	9.029542705058857e-06	0.008342056052293212	22.29945196006314
53534	230	9.113747782240759e-06	0.012623458069506101	22.080810446888602
55093	228	8.928157845082763e-06	0.008695782946431373	22.485581151444062
56552	226	8.771338039103843e-06	0.010847231549329503	22.75846654378348
57906	224	8.861028230122757e-06	0.010478529092309818	22.578831804313143
59368	222	8.602584766814022e-06	0.0069739151693877215	23.047403701570133
61244	220	8.567250568860783e-06	0.0017529710095752769	22.99692930452522
62711	218	8.439193202771578e-06	0.0073396879530907636	23.380968916927642
64281	216	8.354578951694094e-06	0.004883998150558249	23.353138148467426
65817	214	8.308213351134591e-06	0.013183950392652391	23.370506370200175
67944	212	8.148988836106615e-06	0.003894570888294026	23.66427784896611
69521	210	8.070273324032038e-06	0.002132247332164627	23.85787436207171
71066	208	7.950242002330198e-06	0.011742724386765421	24.055260644016897
72647	206	7.893781748570326e-06	0.0025010359141371557	24.072579918375244
74198	204	7.780308475869982e-06	0.002310440019770397	24.46363360506926
75953	202	7.766018548224718e-06	0.014721575597447854	24.24036908108364
77677	200	7.637067575955102e-06	0.0035793702685557377	24.530114140388985
79091	198	7.5962693311370595e-06	0.011268524183296538	24.540930428569443
80785	196	7.454521546552637e-06	0.005393830506306619	24.840505001772573
82617	194	7.394290470350006e-06	0.004138264936278495	24.939702296198902
84143	192	7.309189360390227e-06	0.007552225955290286	25.33218629395597
86221	190	7.223383902517724e-06	0.007364948111128781	25.080766347993265
87783	188	7.160086967369477e-06	0.009955806882603236	25.3621610870718
90108	186	7.075831486733151e-06	0.006395093140654532	25.51905790978759
91564	184	7.049536152838784e-06	0.013726302918540179	25.27915054297595
93303	182	6.900958946882387e-06	0.00369517662026298	25.749537315395347
