时间秒	热浴温度	高侧	低侧
1650867607.01448	30	11248.034999999998	11728.987999999998
1650868661.6884956	28.5	11301.798	11783.998
1650869849.0218754	27.075	11353.417	11837.118999999997
1650871010.2878683	25.721249999999998	11410.85	11896.227000000003
1650872224.2029445	24.435187499999998	11472.078000000001	11959.197000000002
1650873305.8002176	23.213428124999997	11535.380000000003	12024.113000000003
1650874281.6486504	22.052756718749997	11601.529000000002	12092.315999999999
1650875178.1277237	20.950118882812497	11671.776000000002	12164.359000000002
1650875862.6689224	19.902612938671872	11743.67	12238.328000000001
1650876600.2427704	18.90748229173828	11821.503999999999	12318.413999999999
1650877443.8535354	17.962108177151364	11901.573999999997	12400.748
1650878208.166514	17.064002768293797	11986.339	12487.793
1650878972.5230787	16.210802629879108	12074.819000000001	12579.065000000002
1650879577.9321477	15.400262498385153	12167.48	12674.523000000003
1650880157.0866635	14.630249373465896	12265.084	12774.556
1650880630.0162416	13.898736904792601	12367.089000000002	12879.496000000001
1650881156.0807173	13.203800059552972	12474.823000000002	12989.863999999996
1650881656.0347478	12.543610056575323	12586.418999999996	13105.207
1650882049.5395083	11.916429553746557	12704.61	13226.020999999997
1650882469.727288	11.32060807605923	12805.710000000003	13330.274
1650882969.672626	10.754577672256268	12935.078000000001	13463.054000000002
1650883336.9435842	10.216848788643455	13070.07	13602.087000000001
1650883837.0292785	9.706006349211282	13212.382999999998	13748.368
1650884124.6745932	9.22070603175072	13361.033000000001	13901.025
1650884518.5543797	8.759670730163183	13517.578000000001	14061.919
1650884806.3108099	8.321687193655023	13681.592000000002	14230.204999999998
1650885067.319897	7.905602833972273	13853.414999999997	14406.977000000003
1650885328.5389824	7.510322692273659	14034.609000000002	14592.837
1650885961.9146142	7.134806557659976	14223.907	14787.237
1650886223.4436102	6.778066229776977	14425.471000000001	14994.111
1650886484.8359516	6.439162918288128	14631.764000000001	15206.195
1650886692.89149	6.1172047723737215	14850.77	15430.678000000004
1650886900.9402542	5.811344533755036	15080.723999999997	15666.807999999997
1650887109.0378683	5.520777307067284	15321.791000000003	15914.445000000002
1650887317.1307106	5.2447384417139205	15574.481999999996	16173.633999999998
1650887525.1803405	4.982501519628224	15840.442	16446.781000000003
1650887706.721565	4.733376443646813	16120.072000000002	16733.211
1650887861.6714687	4.496707621464473	16412.915999999997	17033.974
1650888016.9222877	4.271872240391249	16719.63	17347.948
1650888225.0613785	4.058278628371687	17044.171000000002	17680.846000000005
1650888380.4367142	3.8553646969531026	17384.335	18029.134000000002
1650888535.7509854	3.6625964621054474	17742.093999999997	18396.111
1650888690.686775	3.479466639000175	18118.738999999998	18781.246
1650888845.826478	3.305493307050166	18514.5	19186.817000000003
1650889000.9976628	3.1402186416976576	18930.976000000002	19613.653
1650889156.3037372	2.983207709612775	19369.363000000005	20062.202999999998
1650889311.873055	2.8340473241321362	19832.745	20536.286
1650889467.0366435	2.6923449579255294	20318.395999999997	21033.907000000003
1650889622.4236548	2.557727710029253	20833.934	21561.234
1650889777.7908056	2.4298413245277906	21378.837000000003	22119.252
1650889933.3330774	2.308349258301401	21953.63	22706.354000000003
1650890088.6926837	2.1929317953863308	22560.93	23328.085
1650890270.833855	2.083285205617014	23205.071	23987.074999999997
1650890452.954127	1.9791209453361633	23887.291	24685.799999999996
1650890662.3517132	1.8801648980693553	24352.077	25161.275999999998
1650890764.34534	1.7861566531658875	24316.733000000004	25125.015999999996
1650890866.322735	1.6968488205075931	24279.588000000007	25086.703
1650890968.328107	1.6120063794822135	24243.838999999993	25049.8
1650891070.334364	1.5314060605081028	24211.548	25018.042
1650891172.3819106	1.4548357574826976	24179.242000000002	24985.638000000003
1650891274.3455048	1.3820939696085626	24148.776	24954.539999999994
1650891376.3404608	1.3129892711281343	24117.983000000004	24922.234
1650891478.3290598	1.2473398075717277	24083.860000000004	24887.345
1650891580.5296762	1.1849728171931413	24050.478999999996	24853.543
1650891682.9669425	1.1257241763334842	24014.259	24816.677999999993
1650891785.202346	1.06943796751681	23980.615	24781.38100000001
1650891887.441319	1.0159660691409695	23947.763000000003	24747.933000000005
