时间秒	热浴温度K	κ	变异系数	时间常数平均
199	0.7	1.9430066183959245e-07	0.03409211816016123	2.0
398	0.735	1.9167272871583225e-07	0.004622949987647085	2.0
598	0.7717499999999999	1.9231900845000125e-07	0.002096090847083588	2.0
796	0.8103374999999999	1.9420756117740338e-07	0.002064150039165358	2.0
995	0.8508543749999999	2.118565411584524e-07	0.005740660149461894	2.0
1193	0.89339709375	2.4265468478427693e-07	0.003050097652319756	2.0
1391	0.9380669484374999	2.78625551203395e-07	0.004065064085843175	2.0
1589	0.9849702958593749	3.1998774984372595e-07	0.005538109471104492	2.0
1787	1.0342188106523436	3.6407919755672883e-07	0.003366542385520343	2.0
1985	1.0859297511849608	4.1477573333803644e-07	0.002400227459905735	2.0
2183	1.1402262387442088	4.6943051825320786e-07	0.0026579122455053085	2.0
2381	1.1972375506814192	5.302343456872551e-07	0.003377952627689397	2.0
2580	1.2570994282154901	5.973908418682431e-07	0.0038706812148383445	2.0
2778	1.3199543996262646	6.708801785289359e-07	0.005059561367963155	2.0
2976	1.385952119607578	7.536436763243109e-07	0.004154552439338946	2.0
3174	1.4552497255879568	8.424775130258679e-07	0.006702143120364238	2.0
3372	1.5280122118673547	9.380500152428875e-07	0.006338576998052945	2.0
3570	1.6044128224607224	1.0438373904333825e-06	0.0027875139698309466	2.0
3768	1.6846334635837585	1.156855902254511e-06	0.0037960629712452845	2.0
3965	1.7688651367629464	1.2749930236126353e-06	0.0049027289266180005	2.0
4163	1.8573083936010937	1.412884087762717e-06	0.008764624802767471	2.0
4361	1.9501738132811484	1.5462296093326451e-06	0.005145838421059823	2.0
4559	2.0476825039452056	2.1914626331002116e-06	0.2420934866697204	2.0
