时间秒	热浴温度	高侧	低侧
1650728554.166137	30	11426.907000000001	11909.993999999999
1650730350.4305103	28.5	11298.876999999997	11780.767999999998
1650732359.2786584	27.075	11353.642999999998	11837.16
1650734077.0726855	25.721249999999998	11411.171999999997	11896.216999999999
1650735743.0852275	24.435187499999998	11471.13	11958.174999999997
1650737038.64925	23.213428124999997	11534.627	12023.257
1650737936.2998617	22.052756718749997	11600.187999999998	12090.835
1650739046.2996597	20.950118882812497	11670.491000000002	12162.909000000001
1650739970.9838378	19.902612938671872	11743.813	12238.776000000003
1650740656.6900434	18.90748229173828	11820.357000000002	12317.236
1650741395.8200035	17.962108177151364	11901.462	12400.474000000002
1650742480.0286963	17.064002768293797	11985.574999999997	12487.123000000003
1650743192.736081	16.210802629879108	12074.144000000002	12578.024
1650743852.5859957	15.400262498385153	12167.322	12673.672000000002
1650744459.0687995	14.630249373465896	12264.503	12773.804999999998
1650745039.123439	13.898736904792601	12366.013	12878.507
1650745619.3849242	13.203800059552972	12473.667999999998	12988.473999999998
1650746093.357118	12.543610056575323	12585.888	13104.196000000002
1650746514.4094718	11.916429553746557	12703.391000000001	13224.991999999997
1650746988.4710019	11.32060807605923	12804.275	13328.992999999999
1650747941.7911186	10.754577672256268	12933.158000000001	13461.565999999999
1650748362.7119298	10.216848788643455	13068.305000000002	13600.101999999997
1650748810.3454263	9.706006349211282	13210.258999999998	13746.131000000001
1650749125.0876043	9.22070603175072	13359.521999999999	13899.149999999998
1650749546.2225697	8.759670730163183	13516.063	14059.676000000001
1650749940.6817317	8.321687193655023	13679.259000000002	14227.421999999999
1650750308.6205945	7.905602833972273	13851.598999999998	14404.559
1650750597.0898054	7.510322692273659	14031.857	14589.545000000002
1650750832.141168	7.134806557659976	14223.037	14785.921999999997
1650751093.7735925	6.778066229776977	14419.678	14988.103000000001
1650751328.8639174	6.439162918288128	14628.189999999997	15201.605
1650751564.1225479	6.1172047723737215	14846.41	15425.964999999998
1650751772.6384401	5.811344533755036	15076.271000000002	15661.426000000001
1650751981.337262	5.520777307067284	15317.163	15908.49
1650752242.9851515	5.2447384417139205	15569.395000000002	16167.275000000001
1650752451.4767807	4.982501519628224	15835.782	16440.283
1650752633.616334	4.733376443646813	16113.752	16725.37
1650752815.7964778	4.496707621464473	16406.314	17025.186
1650752997.7255025	4.271872240391249	16712.392999999996	17339.373
1650753179.6630204	4.058278628371687	17036.118999999995	17670.583
1650753335.3843331	3.8553646969531026	17376.623999999996	18019.537999999997
1650753517.7677753	3.6625964621054474	17733.031999999996	18384.266
1650753673.534624	3.479466639000175	18108.381	18769.103
1650753829.14253	3.305493307050166	18503.141	19173.17
1650753984.5174792	3.1402186416976576	18915.586999999996	19595.912
1650754167.6647952	2.983207709612775	19351.729000000003	20042.472
1650754350.489058	2.8340473241321362	19812.058	20513.211
1650754560.1519325	2.6923449579255294	20298.408999999996	21010.406000000003
1650755090.7610428	2.557727710029253	20797.154000000002	21520.948999999993
1650755407.3698804	2.4298413245277906	20828.975	21553.393000000004
1650756738.5571733	2.308349258301401	20875.8	21601.877999999997
1650757374.948357	2.1929317953863308	20873.262	21599.115
1650757477.377445	2.083285205617014	20871.993	21598.188
1650757606.797202	1.9791209453361633	20872.756	21598.400000000005
1650757762.788964	1.8801648980693553	20873.283000000003	21599.313
1650757892.1991878	1.7861566531658875	20869.377999999997	21595.144000000004
1650758047.8013694	1.6968488205075931	20871.124999999996	21597.039000000004
1650758203.3694274	1.6120063794822135	20870.184	21596.177000000003
1650758332.3665786	1.5314060605081028	20867.459000000003	21593.3
1650758488.5758698	1.4548357574826976	20867.131999999998	21593.025
1650758618.238225	1.3820939696085626	20867.276	21593.088000000003
1650758801.0116682	1.3129892711281343	20866.958	21592.175999999996
1650758957.4316156	1.2473398075717277	20867.785000000003	21593.621
1650759113.4446712	1.1849728171931413	20867.874	21593.719000000005
1650759216.0613039	1.1257241763334842	20866.486	21592.15
1650759372.7205381	1.06943796751681	20866.335000000003	21591.694000000003
1650759502.358772	1.0159660691409695	20873.344999999998	21598.682999999997
