时间秒	热浴温度	高侧	低侧
1650173728.0829086	10	13128.023000000001	13662.513
1650174133.9600365	10.5	12996.214	13526.797000000002
1650174580.9521127	11.025	12870.764000000003	13397.892000000002
1650174945.976518	11.57625	12750.304999999998	13274.143999999998
1650175421.6666315	12.1550625	12636.296	13156.817000000003
1650176704.9703374	12.762815625	12526.404000000002	13044.325000000003
1650177343.9463968	13.40095640625	12421.845000000003	12936.51
1650178352.8199718	14.0710042265625	12320.987	12833.238000000003
1650178881.6936398	14.774554437890625	12244.910999999996	12755.079
1650179350.1746786	15.513282159785156	12155.280000000002	12662.586000000001
1650180249.6872983	16.288946267774413	12065.740999999998	12570.806000000004
1650181327.400018	17.103393581163132	11981.834999999997	12484.667999999998
1650182418.9640548	17.95856326022129	11901.396999999999	12401.826000000001
1650183291.127651	18.856491423232356	11824.569	12322.754999999997
1650184067.296043	19.799315994393975	11752.578000000001	12248.763999999997
1650184733.726753	20.789281794113673	11678.049	12171.965999999999
1650185468.721358	21.82874588381936	11611.762000000002	12103.962
1650186285.974891	22.920183178010326	11547.894000000002	12038.285
1650186939.0548537	24.06619233691084	11495.484999999997	11984.364
1650188031.0586271	25.269501953756382	11430.238000000001	11917.331
1650188561.435619	26.532977051444202	11368.635999999999	11854.323
1650189324.286916	27.85962590401641	11330.083999999999	11814.439000000002
1650190553.4967616	29.25260719921723	11269.837000000001	11752.583999999999
