时间秒	热浴温度	高侧	低侧
1651504423.8268678	0.7	50708.27	53123.27
1651504506.1210668	0.735	50848.39	53302.33
1651504588.5408785	0.7717499999999999	50957.63	53426.85
1651504670.9296696	0.8103374999999999	51040.43	53510.16
1651504753.3343325	0.8508543749999999	51084.2	53572.36
1651504835.7078497	0.89339709375	50433.11	52837.01
1651504917.9238844	0.9380669484374999	47702.17	49785.41
1651505000.2021632	0.9849702958593749	45254.65	47083.86
1651505082.5004	1.0342188106523436	43023.56	44652.73
1651505164.7663937	1.0859297511849608	40969.52	42448.5
1651505247.053526	1.1402262387442088	39071.86	40434.95
1651505329.3554487	1.1972375506814192	37321.63	38587.31
1651505411.7155635	1.2570994282154901	35699.01	36885.94
1651505494.0233467	1.3199543996262646	34188.25	35314.49
1651505576.2002234	1.385952119607578	32788.04	33860.63
1651505658.3934639	1.4552497255879568	31484.71	32512.09
1651505740.5899482	1.5280122118673547	30271.74	31258.72
1651505822.8363767	1.6044128224607224	29140.69	30092.65
1651505905.1368818	1.6846334635837585	28084.17	29004.48
1651505987.2962916	1.7688651367629464	27100.07	27992.36
1651506069.5179076	1.8573083936010937	26178.12	27047.87
1651506151.7913787	1.9501738132811484	25314.37	26160.87
1651506234.2761188	2.0476825039452056	24632.24	25460.03
1651506316.58447	2.150066629142466	23867.070999999996	24680.83
1651506398.8719997	2.2575699605995894	23153.932	23949.623
1651506481.1725347	2.3704484586295687	22485.219000000005	23264.032000000003
1651506563.4545379	2.488970881561047	21856.903	22620.326
1651506645.7281678	2.6134194256390995	21267.482999999997	22015.843000000008
1651506728.3856492	2.7440903969210546	20712.458	21446.68
1651506810.7389376	2.881294916767107	20189.367	20910.811999999998
1651506893.0224154	3.0253596626054624	19696.659	20405.745
1651506975.407867	3.1766276457357354	19231.821999999996	19929.199
