时间秒	热浴温度	高侧	低侧
1651238448.5238142	30	11250.053999999998	11731.205
1651241166.46605	28.5	11301.7395	11783.824499999999
1651242719.2527573	27.075	11356.602999999997	11840.388500000001
1651244882.3235633	25.721249999999998	11413.646499999999	11899.107000000002
1651246673.8854256	24.435187499999998	11474.1315	11961.323
1651248068.4828043	23.213428124999997	11537.547999999999	12026.364500000001
1651249092.381549	22.052756718749997	11604.472999999998	12095.407999999998
1651250116.4162571	20.950118882812497	11673.953000000001	12166.64
1651250981.534225	19.902612938671872	11747.881000000001	12242.6175
1651251980.0991716	18.90748229173828	11824.131000000001	12321.225999999999
1651253642.511477	17.962108177151364	11905.4195	12404.587999999998
1651254508.7360659	17.064002768293797	11990.3045	12491.784
1651255348.6720397	16.210802629879108	12079.015	12583.227999999997
1651256268.6714647	15.400262498385153	12172.306499999999	12679.12
1651256896.5295324	14.630249373465896	12270.2825	12779.823
1651257630.8973558	13.898736904792601	12372.6885	12884.991000000002
1651258259.190094	13.203800059552972	12480.268999999998	12995.668500000002
1651258728.0281508	12.543610056575323	12592.896	13111.597499999998
1651259196.9025464	11.916429553746557	12711.0165	13232.946000000002
1651270365.7126527	11.32060807605923	12811.8565	13336.585
1651275925.3537433	10.754577672256268	12941.2975	13469.8425
1651276556.2078118	10.216848788643455	13077.044	13609.647000000003
1651277614.5783174	9.706006349211282	13219.9815	13756.15
1651279633.7667403	9.22070603175072	13369.752	13910.0755
1651280372.2196867	8.759670730163183	13526.7505	14071.278000000002
1651282446.7344375	8.321687193655023	13690.5835	14239.552
1651283026.5660107	7.905602833972273	13863.726	14417.81
1651283819.8726687	7.510322692273659	14043.4245	14602.251500000002
1651284212.8423274	7.134806557659976	14235.3045	14799.0475
