时间秒	热浴温度K	κ	变异系数	时间常数平均
868	180	6.8812275066993975e-06	0.003066948017926032	25.64896218279719
2493	178	6.755552065208816e-06	0.008538097861170735	26.09530227011228
4046	176	6.7244941915268625e-06	0.00677374497630731	25.924058939219634
5840	174	6.6457951035251465e-06	0.0059266912926792216	26.059897690622787
7534	172	6.547067743629136e-06	0.009027949680601888	26.168572418212932
9227	170	6.544586555949651e-06	0.00817458135316062	26.077464608743316
10990	168	6.425843788052099e-06	0.003400782407833089	26.28376710497692
12725	166	6.3509241015590965e-06	0.005514702531763479	26.434958408847994
14425	164	6.295854014126707e-06	0.011686762463997876	26.457528026301798
15954	162	6.236813560363217e-06	0.010907413188112476	26.36755572529448
17588	160	6.183571897990091e-06	0.009707158636296283	26.536425863148178
19601	158	6.130806080992784e-06	0.0032862242886363305	26.611682087304803
21237	156	6.097445595603537e-06	0.004427835965186783	26.536771474629585
23046	154	5.979937750017933e-06	0.006990366629148038	26.687901991231893
24823	152	5.9155395614596655e-06	0.00739568012461351	26.746190071248297
26495	150	5.903452739667562e-06	0.003717941042835408	26.6406112090622
28341	148	5.813326815671639e-06	0.003826817055907749	26.739072756378324
30054	146	5.7608230452128065e-06	0.007615541634260103	26.989073318402376
31835	144	5.704793127082374e-06	0.007058648083697693	26.79913681949067
33716	142	5.644530282643861e-06	0.0016786327346263493	26.74557803859604
35358	140	5.588187400930662e-06	0.012374184707109461	26.745980287687672
37105	138	5.519998125566877e-06	0.0017958014271399604	26.85926015365189
39124	136	5.483627048830979e-06	0.001908861579384709	26.700204668328073
40907	134	5.405947400054462e-06	0.007619548352224798	26.84021275778748
42582	132	5.38140919885231e-06	0.009249730766617264	26.59268912910562
44400	130	5.287904549390206e-06	0.003388432783994703	26.81840914106769
46282	128	5.259880221377172e-06	0.010083047070021365	26.623912206566
48267	126	5.176164688548807e-06	0.0034642242808776004	26.601970276059763
50566	124	5.119510981495681e-06	0.004914603904300666	26.654848567400744
52443	122	5.097391069946346e-06	0.006686764157893751	26.257422451077613
54532	120	5.01678469046803e-06	0.001302701672130272	26.565274881700294
