时间秒	热浴温度	高侧	低侧
时间秒	热浴温度	高侧	低侧
1650026100.3251588	1.8	25021.689000000002	25868.04
时间秒	热浴温度	高侧	低侧
1650026190.470873	1.71	25800.25800000001	26668.88
时间秒	热浴温度	高侧	低侧
1650026280.7571495	1.6245	26620.197	27515.5
时间秒	热浴温度	高侧	低侧
1650026357.4653442	1.543275	27492.62	28414.32
时间秒	热浴温度	高侧	低侧
1650026447.8703103	1.46611125	28409.8	29364.41
时间秒	热浴温度	高侧	低侧
1650026538.240018	1.3928056875	29374.64	30369.01
时间秒	热浴温度	高侧	低侧
1650026614.9410672	1.323165403125	30402.82	31440.3
时间秒	热浴温度	高侧	低侧
1650026705.385923	1.25700713296875	31495.67	32586.73
时间秒	热浴温度	高侧	低侧
1650026795.8225427	1.1941567763203125	32647.87	33800.97
时间秒	热浴温度	高侧	低侧
1650026886.2506208	1.1344489375042968	33862.36	35089.86
时间秒	热浴温度	高侧	低侧
1650026976.6594582	1.077726490629082	35152.48	36473.21
时间秒	热浴温度	高侧	低侧
1650027067.1090138	1.023840166097628	36519.26	37944.52
时间秒	热浴温度	高侧	低侧
1650027157.551095	0.9726481577927466	37976.85	39538.74
时间秒	热浴温度	高侧	低侧
1650027247.9590673	0.9240157499031093	39517.81	41247.27
时间秒	热浴温度	高侧	低侧
1650027352.0847871	0.8778149624079539	41146.75	43083.24
时间秒	热浴温度	高侧	低侧
1650027442.5144553	0.8339242142875561	42892.56	45095.26
时间秒	热浴温度	高侧	低侧
1650027546.8936338	0.7922280035731784	44780.04	47317.64
时间秒	热浴温度	高侧	低侧
1650027637.5856369	0.7526166033945194	45498.53	48183.28
时间秒	热浴温度	高侧	低侧
1650027741.9891353	0.7149857732247934	45480.49	48158.59
时间秒	热浴温度	高侧	低侧
1650027832.6401937	0.6792364845635537	45515.32	48196.3
时间秒	热浴温度	高侧	低侧
1650027923.2714403	0.645274660335376	45566.84	48265.96
时间秒	热浴温度	高侧	低侧
1650028014.63573	0.6130109273186072	45716.19	48456.36
时间秒	热浴温度	高侧	低侧
1650028092.2727325	0.5823603809526768	45671.02	48397.05
时间秒	热浴温度	高侧	低侧
1650028182.8920648	0.553242361905043	45534.19	48232.31
时间秒	热浴温度	高侧	低侧
1650028273.5545752	0.5255802438097908	45666.97	48394.05
时间秒	热浴温度	高侧	低侧
1650028350.47771	0.4993012316193013	45704.74	48439.7
时间秒	热浴温度	高侧	低侧
1650028441.3512182	0.4743361700383362	45802.34	48551.98
时间秒	热浴温度	高侧	低侧
1650028518.2652133	0.4506193615364194	45788.52	48536.6
时间秒	热浴温度	高侧	低侧
1650028609.0090873	0.4280883934595984	45866.54	48606.54
时间秒	热浴温度	高侧	低侧
1650028713.3821363	0.4066839737866185	24594.75	25424.3
时间秒	热浴温度	高侧	低侧
1650028817.7281716	0.3863497750972876	25055.68	25900.07
时间秒	热浴温度	高侧	低侧
1650028908.3886921	0.3670322863424232	25189.4	26037.72
时间秒	热浴温度	高侧	低侧
1650028971.5928228	0.348680672025302	25205.36	26054.18
时间秒	热浴温度	高侧	低侧
1650029034.8121963	0.3312466384240369	25200.91	26050.2
时间秒	热浴温度	高侧	低侧
1650029098.7419057	0.3146843065028351	25177.76	26027.23
时间秒	热浴温度	高侧	低侧
1650029163.4072087	0.29895009117769333	25163.49	26010.19
时间秒	热浴温度	高侧	低侧
1650029227.6353333	0.2840025866188087	25143.07	25989.64
时间秒	热浴温度	高侧	低侧
1650029290.8398552	0.2698024572878682	25130.94	25976.87
时间秒	热浴温度	高侧	低侧
1650029354.726358	0.2563123344234748	25113.46	25963.49
时间秒	热浴温度	高侧	低侧
1650029418.279066	0.24349671770230105	25096.32	25946.68
时间秒	热浴温度	高侧	低侧
1650029483.595806	0.231321881817186	25073.67	25921.27
