时间秒	热浴温度K	κ	变异系数	时间常数平均
1810	1.8	1.0809456774677492e-05	0.038366432753422164	2.0
2265	1.8900000000000001	1.1505224849808976e-05	0.0015084752604075885	2.0
2721	1.9845000000000002	1.2435612083297645e-05	0.004830610289222518	2.0
3176	2.0837250000000003	1.3564117705753152e-05	0.006347579906094195	2.0
3633	2.1879112500000004	1.4805404584566807e-05	0.00876432438768925	2.0
4088	2.2973068125000005	1.6088975017008546e-05	0.004357502888529285	2.0
4545	2.4121721531250007	1.7469707976017372e-05	0.007739212174496653	2.0
5001	2.5327807607812507	1.8840445959234157e-05	0.012632049434359716	2.0
5458	2.659419798820313	2.0164554705942257e-05	0.009303590072531589	2.0
5914	2.792390788761329	2.1892027182946693e-05	0.006184221063251712	2.0
6370	2.932010328199395	2.3810622334668873e-05	0.00967432191671562	2.0
6827	3.078610844609365	2.5310092854589005e-05	0.007825425411649958	2.0
7283	3.2325413868398334	2.7109191680171353e-05	0.005601349163197506	2.0
7739	3.3941684561818253	2.9109878547157097e-05	0.0049358196431082526	2.0
8196	3.5638768789909165	3.1039343010104605e-05	0.005151134836463105	2.0
8652	3.742070722940462	3.321770360175116e-05	0.012256282528440866	2.0
9109	3.9291742590874854	3.525605339190215e-05	0.007368794766132336	2.0
9565	4.12563297204186	3.728691562117508e-05	0.007480652888455896	2.0
10022	4.3319146206439525	3.9882684863781926e-05	0.006841867134869782	2.0
10478	4.54851035167615	4.247437482754318e-05	0.004345213136464273	2.0
10935	4.775935869259957	4.48099762976529e-05	0.005516957879109797	2.0
11391	5.014732662722955	4.7630968785277975e-05	0.00857342834023371	2.0
11900	5.265469295859103	5.0240177914792626e-05	0.0076872880357107595	2.0
12409	5.528742760652058	5.362577985037481e-05	0.006463579258790342	2.0
12917	5.805179898684661	5.537365468872627e-05	0.010047120592312393	2.0
13426	6.095438893618894	5.954578040767196e-05	0.015368939059168479	2.0
13935	6.400210838299839	6.099310547871392e-05	0.00845515940990762	2.0
14443	6.720221380214831	6.46731788603271e-05	0.007983589855590802	2.0
14952	7.056232449225572	6.722753123320384e-05	0.017183092134921602	2.0
15461	7.409044071686851	6.840031880892663e-05	0.00445208329263815	2.0
15969	7.779496275271193	7.125153148597071e-05	0.003786115855974203	2.0
16478	8.168471089034753	7.210455448435517e-05	0.009598146099662502	2.0
17038	8.57689464348649	7.45381097257428e-05	0.00656015153119925	2.0
17599	9.005739375660815	7.555196786137584e-05	0.002418966391155949	2.0
18160	9.456026344443856	7.592969994013624e-05	0.01100207097531353	2.0
18721	9.928827661666048	7.833527430289714e-05	0.007329698902699869	2.0
19334	10.425269044749351	7.972470028581151e-05	0.006269306327465181	2.0
19947	10.94653249698682	8.025993024019727e-05	0.005170781001452069	2.0
20612	11.49385912183616	8.245217930473659e-05	0.014457549614251736	2.0
21277	12.068552077927967	8.223865642977789e-05	0.010502077311324062	2.0
21942	12.671979681824364	8.326929055869984e-05	0.013302771477644953	2.0
22659	13.305578665915583	8.440321076505295e-05	0.005605494451370363	2.0
23376	13.970857599211362	8.492086346152021e-05	0.008013019069518228	2.0
24093	14.66940047917193	8.452910562459779e-05	0.01217150299803606	2.0
24863	15.402870503130526	8.489606941289975e-05	0.010012603958691801	2.0
25684	16.173014028287053	8.336453447141408e-05	0.003894225689631193	2.0
26557	16.981664729701407	8.416833100860343e-05	0.010161114815622818	2.0
27430	17.83074796618648	8.549999744084616e-05	0.01422338035710228	2.0
28356	18.722285364495804	8.459308066907259e-05	0.002494838000311239	2.0
29334	19.658399632720595	8.407033484803446e-05	0.012837531141521212	2.0
30416	20.641319614356625	8.548746921100455e-05	0.019522212463096194	2.0
31550	21.673385595074457	8.399394215160361e-05	0.014571673614013245	2.0
32736	22.757054874828178	8.437810312095582e-05	0.006738607313841347	2.0
34027	23.894907618569587	8.477732663178528e-05	0.007063551025124811	2.0
35370	25.089652999498067	8.70477367153564e-05	0.009093834870111915	2.0
37182	26.34413564947297	8.52909619862518e-05	0.009763203975815517	2.0
38837	27.66134243194662	8.623388139344019e-05	0.019116533319233714	2.0
40650	29.04440955354395	8.733757103160984e-05	0.013932936927594293	2.0
