时间秒	热浴温度	高侧	低侧
1652421067.323579	0.7	47331.96	49724.46
1652421149.7102098	0.735	47428.62	49836.74
1652421232.1695929	0.7717499999999999	46365.65	48610.11
1652421314.3811374	0.8103374999999999	44389.2	46368.88
1652421396.6648788	0.8508543749999999	42565.05	44335.85
1652421478.9582999	0.89339709375	40870.46	42474.89
1652421561.2594066	0.9380669484374999	39283.95	40755.27
1652421643.3762653	0.9849702958593749	37798.89	39156.91
1652421725.596079	1.0342188106523436	36400.56	37669.26
1652421807.9168425	1.0859297511849608	35084.31	36276.12
1652421890.1803617	1.1402262387442088	33841.25	34968.93
1652421972.4972308	1.1972375506814192	32667.69	33742.46
1652422054.769854	1.2570994282154901	31559.92	32587.41
1652422137.051214	1.3199543996262646	30511.15	31501.25
1652422219.3299763	1.385952119607578	29519.19	30475.84
1652422301.622068	1.4552497255879568	28583.7	29508.08
1652422383.9297438	1.5280122118673547	27697.06	28592.76
1652422466.1778903	1.6044128224607224	26855.87	27728.51
1652422548.4781294	1.6846334635837585	26059.3	26911.72
1652422630.792193	1.7688651367629464	25305.82	26137.63
1652422713.0623412	1.8573083936010937	24590.22	25403.29
1652422795.3289883	1.9501738132811484	23910.37	24707.95
1652422877.6209877	2.0476825039452056	23265.86	24046.94
1652422959.9179764	2.150066629142466	22654.83	23420.84
1652423042.2077098	2.2575699605995894	22074.2	22825.97
1652423124.710911	2.3704484586295687	21522.2	22260.38
1652423207.065726	2.488970881561047	20996.71	21723.92
1652423289.3636186	2.6134194256390995	20498.54	21211.92
1652423371.6443548	2.7440903969210546	20023.52	20725.48
1652423453.9481547	2.881294916767107	19571.52	20263.45
1652423536.3705373	3.0253596626054624	19140.98	19823.74
1652423618.7588105	3.1766276457357354	18732.35	19403.5
1652423701.176197	3.3354590280225223	18341.92	19004.21
1652423783.6324732	3.5022319794236485	17968.71	18622.46
1652423866.0084476	3.6773435783948307	17615.06	18259.8
1652423948.4812334	3.861210757314572	17276.17	17913.49
1652424031.3865995	4.054271295180301	16954.21	17582.72
