时间秒	热浴温度K	κ	变异系数	时间常数平均
625	0.7	2.2918580936639746e-07	0.07579939763774138	2.0
1250	0.735	2.279932551788977e-07	0.028712361697989738	2.0
1875	0.7717499999999999	2.267410688797359e-07	0.02131196130981039	2.0
2500	0.8103374999999999	2.362530484442891e-07	0.008125189999233009	2.0
3071	0.8508543749999999	2.6533232732228156e-07	0.0034830185002455933	2.0
3669	0.89339709375	2.959513939515166e-07	0.011948557738233152	2.0
4271	0.9380669484374999	3.3480424670909094e-07	0.0027707833457967694	2.0
4845	0.9849702958593749	3.749456261621227e-07	0.007733156623925862	2.0
5417	1.0342188106523436	4.2321510067312116e-07	0.003289264812678747	2.0
6042	1.0859297511849608	5.187228335534314e-07	0.08945076471416519	2.0
6668	1.1402262387442088	7.984671049688881e-07	0.04689189808219483	2.0
