时间秒	热浴温度K	κ	变异系数	时间常数平均
831	146	7.955438745377758e-05	0.008330543458156883	5.179414680014825
2245	148	7.932684195094041e-05	0.009325928199901625	5.181909714599482
3554	150	7.929421638439143e-05	0.004142920715545906	5.25461373843054
4830	152	7.851915953533159e-05	0.00701988993887942	5.234293002568375
6310	154	7.845652396430086e-05	0.0067566321803486555	5.259086803493745
7619	156	7.840395925914808e-05	0.0056871114663462905	5.296131615559401
8826	158	7.833397923782944e-05	0.0027739797701498846	5.3476416332059005
10238	160	7.802472066970826e-05	0.009668047643003184	5.378384407448778
11856	162	7.674696757822502e-05	0.0056541016172872655	5.497893551310881
13234	164	7.686041199696571e-05	0.002826091130514843	5.411004487692874
14510	166	7.665595852240547e-05	0.007432820761035552	5.546480991502112
15718	168	7.616693498339964e-05	0.008276475204610213	5.580184477938492
16994	170	7.635202661401701e-05	0.0058215059809968	5.499042621863983
18202	172	7.56338583421597e-05	0.004079541397335281	5.583253687610202
19444	174	7.533537235199125e-05	0.005094799008675042	5.675544432114477
20788	176	7.534897124115855e-05	0.002974506539148311	5.602879197057418
22099	178	7.495513076629232e-05	0.008227385823268825	5.593711332239835
23307	180	7.51459121231737e-05	0.0019528269373443035	5.726921071529808
24584	182	7.461137139486515e-05	0.008985445533961281	5.643337730527026
25758	184	7.410952413023992e-05	0.003107502433816353	5.807378813844067
27001	186	7.435669233823945e-05	0.01893000278548599	5.804635109479656
