时间秒	热浴温度K	κ	变异系数	时间常数平均
199	0.7	2.398596103492098e-07	0.024745482698842445	2.0
398	0.735	2.2120143279405265e-07	0.018896211598797362	2.0
596	0.7717499999999999	2.202319584806724e-07	0.020499036114597018	2.0
795	0.8103374999999999	2.3604608451256328e-07	0.008972659076774145	2.0
993	0.8508543749999999	2.674080909456161e-07	0.001151393579017138	2.0
1191	0.89339709375	2.9761011379694007e-07	0.006890231941100549	2.0
1389	0.9380669484374999	3.342610200024284e-07	0.008863325826825554	2.0
1587	0.9849702958593749	3.765040896874662e-07	0.0012495346713734146	2.0
1785	1.0342188106523436	4.210991764263822e-07	0.00125223172411392	2.0
1984	1.0859297511849608	4.683349886893684e-07	0.007950979298882948	2.0
2182	1.1402262387442088	5.24865929013095e-07	0.0020964012955372404	2.0
2380	1.1972375506814192	5.855476229434934e-07	0.004538768623008549	2.0
2578	1.2570994282154901	6.494201076038345e-07	0.002238249627013366	2.0
2776	1.3199543996262646	7.230193934866129e-07	0.0065692975903602485	2.0
2974	1.385952119607578	7.99808186779127e-07	0.00282456040298485	2.0
3172	1.4552497255879568	8.827386331258604e-07	0.004823855280506396	2.0
3370	1.5280122118673547	9.758699551306358e-07	0.0029115492767446487	2.0
3568	1.6044128224607224	1.0772026818868398e-06	0.0020733106134382777	2.0
3766	1.6846334635837585	1.1828785329316174e-06	0.006586977666856861	2.0
3964	1.7688651367629464	1.301789950177375e-06	0.0020240785256369714	2.0
4161	1.8573083936010937	1.4157561379502986e-06	0.006641787793654918	2.0
4359	1.9501738132811484	1.5552506464840728e-06	0.0023630239893191385	2.0
4557	2.0476825039452056	1.668730589920782e-06	0.0052448708067147475	2.0
4754	2.150066629142466	1.8249792797565919e-06	0.0014937252529303416	2.0
4952	2.2575699605995894	1.9842122631450604e-06	0.0025691520375151953	2.0
