时间秒	热浴温度K	κ	变异系数	时间常数平均
1447	1.8	5.465692029072948e-05	0.10660299168698649	2.0
1902	1.8900000000000001	5.421569469099433e-05	0.0026078929308610637	2.0
2357	1.9845000000000002	5.760582871496212e-05	0.0073558685632613965	2.0
2812	2.0837250000000003	6.355704674686979e-05	0.006394426410464108	2.0
3268	2.1879112500000004	7.009721686676682e-05	0.010792295369923943	2.0
3723	2.2973068125000005	7.502177693657042e-05	0.0065576100909961015	2.0
4179	2.4121721531250007	7.950569564653749e-05	0.00572835627143082	2.0
4635	2.5327807607812507	8.526416860486209e-05	0.009207779424589864	2.0
5089	2.659419798820313	9.077907052376586e-05	0.012494950270228143	2.0
5546	2.792390788761329	9.756697690608517e-05	0.01355397031534267	2.0
6001	2.932010328199395	0.00010340430069305288	0.004889256715093438	2.0
6457	3.078610844609365	0.00010860868620549598	0.010804223314965207	2.0
6912	3.2325413868398334	0.00011710135332146787	0.013350814459228968	2.0
7368	3.3941684561818253	0.00012085638386869536	0.010601850171991202	2.0
7824	3.5638768789909165	0.0001281086085963696	0.008523069503653866	2.0
8279	3.742070722940462	0.0001332032353858453	0.004843812657687413	2.0
8735	3.9291742590874854	0.0001404159036758801	0.014290772783432605	2.0
9191	4.12563297204186	0.00014341850296579694	0.012592112033863139	2.0
9647	4.3319146206439525	0.00014803522839519555	0.015697802021645266	2.0
10103	4.54851035167615	0.00015471808269751082	0.021230834721869592	2.0
10559	4.775935869259957	0.00015833145521928864	0.002941039879886134	2.0
11068	5.014732662722955	0.00016122468697227135	0.006284670020602544	2.0
11576	5.265469295859103	0.00016559720646166292	0.008571247256008753	2.0
12085	5.528742760652058	0.0001690224286027722	0.007427170788231753	2.0
12593	5.805179898684661	0.000170289442611876	0.006122851259583715	2.0
13102	6.095438893618894	0.00017269510607557337	0.012193860123708449	2.0
13611	6.400210838299839	0.00017011942354263593	0.009234049530296865	2.0
14120	6.720221380214831	0.00017113857445789576	0.0180773885001862	2.0
14627	7.056232449225572	0.0001700531864799622	0.013947890948331928	2.0
15188	7.409044071686851	0.0001671381792610131	0.004486231090257724	2.0
15749	7.779496275271193	0.00016753022587278352	0.005690670349163341	2.0
16310	8.168471089034753	0.0001597508762363355	0.01214768476646612	2.0
16871	8.57689464348649	0.00015836713263488826	0.00873302049192119	2.0
17432	9.005739375660815	0.00015333211765546531	0.0011708900782935682	2.0
17993	9.456026344443856	0.0001469408501891138	0.008980705083998095	2.0
18606	9.928827661666048	0.0001439541073813244	0.019633041138680335	2.0
19220	10.425269044749351	0.00014089496855424922	0.029564489392759654	2.0
19885	10.94653249698682	0.000135636447162591	0.0034586362025870333	2.0
20551	11.49385912183616	0.00012986438233688528	0.025357085025743725	2.0
21216	12.068552077927967	0.0001269144738587266	0.00933427938714699	2.0
21882	12.671979681824364	0.0001243158190037817	0.0023040545229348923	2.0
22599	13.305578665915583	0.00012148823528653147	0.008032172679381158	2.0
23421	13.970857599211362	0.00011484158917628576	0.014073362816661245	2.0
24191	14.66940047917193	0.00011128778742915212	0.012302852558167345	2.0
25013	15.402870503130526	0.00011167330352057003	0.0170034487471985	2.0
25939	16.173014028287053	0.00010864590280437541	0.01053318559357177	2.0
26918	16.981664729701407	0.00010465674989945159	0.00813615024669298	2.0
27949	17.83074796618648	0.00010165641240280265	0.009457636927976394	2.0
29031	18.722285364495804	9.75531933627145e-05	0.01296338780064114	2.0
30219	19.658399632720595	9.464130616996314e-05	0.013219694614349917	2.0
31459	20.641319614356625	9.236800716364273e-05	0.009844317440454138	2.0
32803	21.673385595074457	9.075945868155872e-05	0.007685600442966865	2.0
34251	22.757054874828178	8.962687041744503e-05	0.032048064208418464	2.0
35804	23.894907618569587	8.8053413085959e-05	0.027508261592002113	2.0
37462	25.089652999498067	8.588708527668544e-05	0.009390461395519321	2.0
39275	26.34413564947297	8.535736623521922e-05	0.02698667808516812	2.0
41194	27.66134243194662	8.55850953102877e-05	0.016718463654548783	2.0
43009	29.04440955354395	8.12307776485808e-05	0.022319448202836895	2.0
