时间秒	热浴温度K	κ	变异系数	时间常数平均
2084	1.8	1.2650255638623385e-06	0.010939964315150144	2.0
2760	1.8900000000000001	1.3804129563275266e-06	0.002628566587145516	2.0
3434	1.9845000000000002	1.5251937283454104e-06	0.0033476022758908743	2.0
4109	2.0837250000000003	1.673526723553431e-06	0.003424696455293471	2.0
4784	2.1879112500000004	1.8418220160114656e-06	0.0035942432087383734	2.0
5458	2.2973068125000005	2.0138442635125496e-06	0.0010628697037710403	2.0
6133	2.4121721531250007	2.1957408867757495e-06	0.0028863436553029673	2.0
6808	2.5327807607812507	2.388301687685101e-06	0.001960844051616757	2.0
7483	2.659419798820313	2.5956503474686095e-06	0.0012527068996864732	2.0
8158	2.792390788761329	2.808217385240443e-06	0.00258340000466639	2.0
8833	2.932010328199395	3.042114571241268e-06	0.0037143538633332995	2.0
9508	3.078610844609365	3.2758012213384533e-06	0.0027999493644593615	2.0
10182	3.2325413868398334	3.5303062061526177e-06	0.0029798280974510593	2.0
10857	3.3941684561818253	3.800663022144223e-06	0.0023292264257123883	2.0
11533	3.5638768789909165	4.075922327811538e-06	0.001642893840701356	2.0
12209	3.742070722940462	4.369637404355746e-06	0.0005013757726774008	2.0
12884	3.9291742590874854	4.6795507024581645e-06	0.002716278067605275	2.0
13560	4.12563297204186	4.99615926861845e-06	0.0014700600003125252	2.0
14288	4.3319146206439525	5.323717083027309e-06	0.001466362693257527	2.0
15016	4.54851035167615	5.671508552374079e-06	0.0018095219009340107	2.0
15744	4.775935869259957	6.036376634547227e-06	0.0011197518823525857	2.0
16472	5.014732662722955	6.4085397565739905e-06	0.002316454296579607	2.0
17201	5.265469295859103	6.80558316262265e-06	0.002054783108144983	2.0
17929	5.528742760652058	7.20069649684891e-06	0.0022940620740007334	2.0
18657	5.805179898684661	7.648950336907732e-06	0.0033088207054999177	2.0
19385	6.095438893618894	8.067497869637541e-06	0.0028285910495961545	2.0
20114	6.400210838299839	8.524432557783297e-06	0.0025877165370780182	2.0
20842	6.720221380214831	8.969087574338296e-06	0.001908197090910777	2.0
21571	7.056232449225572	9.438222751800619e-06	0.002220451964773334	2.0
22300	7.409044071686851	9.943075780063232e-06	0.0005386852908250819	2.0
23081	7.779496275271193	1.0484058002769158e-05	0.004029389563986488	2.0
23862	8.168471089034753	1.09678295741536e-05	0.0017956443203610338	2.0
24643	8.57689464348649	1.1530006402872732e-05	0.004399894527499996	2.0
25477	9.005739375660815	1.2023057320575524e-05	0.0022949448329250624	2.0
26573	9.456026344443856	1.261860226274222e-05	0.004040514170588265	2.0
27408	9.928827661666048	1.32440843160803e-05	0.0018417544308002595	2.0
28557	10.425269044749351	1.3826951337788478e-05	0.002881303381842231	2.0
29394	10.94653249698682	1.4373652899839432e-05	0.0026041983234765245	2.0
30287	11.49385912183616	1.4976826058138229e-05	0.003888132028714828	2.0
31231	12.068552077927967	1.550805918575238e-05	0.0036996038816946492	2.0
32177	12.671979681824364	1.609560103204182e-05	0.001324608818169663	2.0
33123	13.305578665915583	1.679117066004681e-05	0.0017164345847865954	2.0
34121	13.970857599211362	1.746042412370024e-05	0.0038483642846724236	2.0
35118	14.66940047917193	1.7794815050576316e-05	0.010637198687030105	2.0
36167	15.402870503130526	1.8515898609184593e-05	0.004886927243433545	2.0
37270	16.173014028287053	1.917112754980738e-05	0.0024243256619253264	2.0
38426	16.981664729701407	1.9730509280332498e-05	0.006492764592912651	2.0
39583	17.83074796618648	2.0314966787374663e-05	0.0074012979047680385	2.0
40793	18.722285364495804	2.1151443280299773e-05	0.003839374381009243	2.0
42107	19.658399632720595	2.145230238437661e-05	0.008342296121205451	2.0
43474	20.641319614356625	2.2386106694311144e-05	0.0034583686544818657	2.0
44894	21.673385595074457	2.29777418579752e-05	0.0031859366680049486	2.0
46261	22.757054874828178	2.404390472321957e-05	0.011578747637723508	2.0
47943	23.894907618569587	2.4340257129761965e-05	0.014810391310118425	2.0
49886	25.089652999498067	2.511389480327632e-05	0.00790860544614994	2.0
51777	26.34413564947297	2.5974831167042994e-05	0.00338702255828107	2.0
53825	27.66134243194662	2.706972144886435e-05	0.0038337935687084435	2.0
56030	29.04440955354395	2.748058715676176e-05	0.003356691135675405	2.0
