时间秒	晶中温度K	设定电流	电压差V	κ	时间常数
383	2.1522035052576234	1e-05	0.011248663509069168	0.0001641120747821855	2
466	2.1122900254284978	9.266887948064232e-06	0.010193273127900193	0.00015797542583246597	2
549	2.0991542613790406	9.0211406823483e-06	0.010069934918008228	0.00015237003132653423	2
840	2.161622985814197	8.83552781094314e-06	0.008996474885603734	0.00016349472238971972	2
922	2.195352825223985	9.496698735096049e-06	0.009822762486730863	0.0001705452706957317	2
1004	2.209522123307563	9.768596888459923e-06	0.010208380667965367	0.00017266255836824842	2
1296	2.289348970409868	9.856667554772358e-06	0.009956334749434914	0.00017908324312166358	2
1378	2.3194185271954413	1.0445967903280429e-05	0.010587950498525789	0.00018700922196145312	2
1461	2.3343730677947265	1.0735222721155488e-05	0.011037202194718487	0.00018845824896345775	2
1752	2.416685867261938	1.0805624781249222e-05	0.010753513730714648	0.0001948490654986286	2
1835	2.4484348786147914	1.1429703995690345e-05	0.011131394891291446	0.00020835895258793232	2
1917	2.4719526349883396	1.1882846464835905e-05	0.011997705570343076	0.00020738771358476938	2
2209	2.554984258370143	1.1899581372914905e-05	0.011032008121782066	0.00022513969313701926	2
2291	2.605535977521533	1.2890111333980399e-05	0.012229756354734	0.00023474055800341655	2
2373	2.6250714064294565	1.3261725600995875e-05	0.012654002516697016	0.00023885675374530848	2
2665	2.717876011547471	1.3413383793434145e-05	0.012161653808886452	0.0002526688411666751	2
2747	2.7664361382961595	1.4354440807500478e-05	0.013209333809003798	0.0002630833594263277	2
2830	2.78696085622746	1.4739748289426588e-05	0.013526293211122642	0.00026957219182988654	2
3121	2.886450990765581	1.4957014491151295e-05	0.013619154979668924	0.0002738936000181839	2
3203	2.924450793785246	1.5689389822915946e-05	0.014220162727824004	0.0002861182542795203	2
3286	2.9464008125132706	1.6106085154460765e-05	0.014556502038148178	0.0002931539627585737	2
3577	3.0510387557001453	1.634171749642773e-05	0.013965470653290346	0.00031259751698669533	2
3660	3.1143975964809565	1.755893231736563e-05	0.015939231960143907	0.00031215633503979984	2
3742	3.1197193423803875	1.7660077453834057e-05	0.015851641922484117	0.00031718108341402627	2
4034	3.223946238590254	1.781081004721302e-05	0.015405447318178833	0.00033030269873779406	2
4116	3.280505989804569	1.8900212375879834e-05	0.016446967048866945	0.00034476661773225384	2
4199	3.3074466093170183	1.9410822666650258e-05	0.017300710031696198	0.0003440895912770022	2
4490	3.409289894067516	1.9437130356078993e-05	0.016174198826227837	0.0003677260818865841	2
4573	3.4844034309223852	2.0880115744384478e-05	0.018342381238424466	0.00036959823109288876	2
4655	3.493462465704986	2.1062852528561095e-05	0.018101646822934025	0.00038050337857951396	2
4947	3.6157349780937134	2.138800547777944e-05	0.017493305940436077	0.0004037079338121183	2
5030	3.6956946097243306	2.2915981257727145e-05	0.01938897830264885	0.0004133246936980084	2
5112	3.7171050109912454	2.332196362097164e-05	0.0195380271079606	0.00042348229190708925	2
5404	3.8426004228464086	2.3644431541086688e-05	0.019049346937013656	0.0004440236208790842	2
5486	3.923847193913122	2.518169290057079e-05	0.020255497177130266	0.00046878669173341535	2
5569	3.9688395271952626	2.60081559916892e-05	0.02153113214005442	0.0004680069659534747	2
5860	4.083424981301438	2.6053868688921926e-05	0.020477060719883422	0.0004921462904074613	2
5943	4.17411609264321	2.776044841811352e-05	0.021950797477598094	0.000515956097071915	2
6025	4.218452934746704	2.8568628507494386e-05	0.022812051738462458	0.0005233884149594092	2
6316	4.34951717221826	2.8840001849588718e-05	0.022485715342527524	0.000538835158119926	2
6399	4.4342721047616385	3.041739167723614e-05	0.023650661362617953	0.0005651096101448553	2
6481	4.481628917653557	3.1280981084930735e-05	0.024800682366005855	0.000567368549520158	2
6773	4.610329343178153	3.1414387100938585e-05	0.023787678174640448	0.0005946520726668196	2
6855	4.718764445645215	3.341370073410626e-05	0.026031227392687484	0.0006088922189956159	2
6938	4.74976057197095	3.397420244698397e-05	0.0265125666845738	0.0006164451359271512	2
7229	4.891279279145	3.42290935325462e-05	0.026121702037311678	0.0006329380636571115	2
7312	4.989945851150372	3.60378315986994e-05	0.02814126093906255	0.0006461793924832904	2
7394	5.018574068566524	3.655534306016775e-05	0.028343185112923663	0.00065868689201061	2
7686	5.173609900670437	3.694796524134356e-05	0.028605045417260833	0.0006641184485080864	2
7768	5.262324479128045	3.8558947318007e-05	0.030093637419992714	0.0006832183745042026	2
7851	5.29948418941245	3.9232301870762646e-05	0.03129708921107843	0.0006782694016863792	2
8142	5.435209982024196	3.9142429640190604e-05	0.030722993903049556	0.0006864120362701984	2
8225	5.531160314073585	4.088499508557557e-05	0.03266825244608995	0.0006999263435427766	2
8307	5.560276609467916	4.141416753428111e-05	0.033978444689084064	0.000689090327409179	2
8599	5.693698318685379	4.113344895684564e-05	0.032610552045437835	0.0007073072297353542	2
8682	5.810830714745771	4.325695674681739e-05	0.035296541452763286	0.0007176934996707943	2
8765	5.836570476774629	4.372499794716015e-05	0.03608935625448684	0.0007161125219741372	2
9056	5.992250079766668	4.370993312243952e-05	0.03676383228700164	0.0007008241149164558	2
9138	6.058348845766579	4.490571752346709e-05	0.037426368089728435	0.0007240072106302904	2
9221	6.103088501791634	4.572404927270034e-05	0.03860813324178558	0.0007257223057188995	2
9513	6.275100495123045	4.5839214676220315e-05	0.0386239641389059	0.0007272158934563858	2
9595	6.374780521981718	4.765764814655251e-05	0.04083153894066793	0.000739686489875956	2
9678	6.403901095265656	4.819018490894654e-05	0.041365459550921635	0.0007454043186573288	2
