时间秒	热浴温度K	κ	变异系数	时间常数平均
405	1.8	0.00016030391441591743	0.020561558101643347	2.0
860	1.8900000000000001	0.00016952244570394125	0.01716310795529888	2.0
1317	1.9845000000000002	0.0001862264554891791	0.013409909792241338	2.0
1773	2.0837250000000003	0.0002095178199230393	0.029981310553550647	2.0
2230	2.1879112500000004	0.00023602237398305756	0.027194234422140265	2.0
2688	2.2973068125000005	0.0002626707804828645	0.018725681802865705	2.0
3144	2.4121721531250007	0.00029491945957454334	0.015451250113753819	2.0
3601	2.5327807607812507	0.00031672881327471245	0.015567702479201475	2.0
4057	2.659419798820313	0.0003460036981343478	0.015610165085830907	2.0
4513	2.792390788761329	0.0003755599855831577	0.025490605367799922	2.0
4970	2.932010328199395	0.00042427138925810924	0.01846356443973453	2.0
5426	3.078610844609365	0.00046805104867268153	0.026656817792468333	2.0
5884	3.2325413868398334	0.0005154107787630427	0.016437888376421024	2.0
6340	3.3941684561818253	0.000566303791427299	0.023789784526549923	2.0
6797	3.5638768789909165	0.000612746034454368	0.010023963302591145	2.0
7253	3.742070722940462	0.000650627911396547	0.014559585607521144	2.0
7710	3.9291742590874854	0.0006821351036824292	0.004863710566062457	2.0
8167	4.12563297204186	0.0006940256271727596	0.010143257306090088	2.0
8624	4.3319146206439525	0.0007209938570038472	0.009702810612456618	2.0
9081	4.54851035167615	0.0007224025591605444	0.009717158542050713	2.0
9538	4.775935869259957	0.0007400337049807965	0.018516728498772162	2.0
9995	5.014732662722955	0.0007458157750746241	0.006342519080762258	2.0
10452	5.265469295859103	0.0007572443604048485	0.0040817371817388785	2.0
10961	5.528742760652058	0.0008018884254703274	0.004521632047476429	2.0
11470	5.805179898684661	0.0008162394204722553	0.011262393112599961	2.0
11979	6.095438893618894	0.0008242759149658087	0.004288705087775556	2.0
12488	6.400210838299839	0.0008534054863031243	0.009713644950626274	2.0
12997	6.720221380214831	0.0008708643140034018	0.0166547344467307	2.0
13507	7.056232449225572	0.0008810618173646245	0.010154282994073309	2.0
14016	7.409044071686851	0.0008892326203250807	0.0018912000774317236	2.0
14526	7.779496275271193	0.0008947594803282336	0.006177221119711293	2.0
15035	8.168471089034753	0.0008986480703871576	0.010614243826161898	2.0
15545	8.57689464348649	0.0009054706713659157	0.01444568339323147	2.0
16106	9.005739375660815	0.0009000089971312417	0.002697819297006099	2.0
16668	9.456026344443856	0.0009036203234517858	0.002983170510318562	2.0
17229	9.928827661666048	0.0009048753933282036	0.011323426808253882	2.0
17843	10.425269044749351	0.0008939502096075745	0.004721082558028776	2.0
18456	10.94653249698682	0.0009007523319203046	0.008674245770488226	2.0
19070	11.49385912183616	0.000904896265790482	0.007183690689278838	2.0
19736	12.068552077927967	0.0008917526213790479	0.013389889842788156	2.0
20402	12.671979681824364	0.000886289598019464	0.010126900542658069	2.0
21068	13.305578665915583	0.000888032521207124	0.005508184089659801	2.0
21787	13.970857599211362	0.00088624143350813	0.009760446229461137	2.0
22505	14.66940047917193	0.000874557149364196	0.014989874633362514	2.0
23275	15.402870503130526	0.000879598528993331	0.007215453508654576	2.0
24097	16.173014028287053	0.0008753974761783115	0.013032362591254235	2.0
24920	16.981664729701407	0.0008759898719325254	0.0025735111510111586	2.0
25795	17.83074796618648	0.0008901059253239802	0.010096852671125192	2.0
26721	18.722285364495804	0.000926786962822078	0.0021172042676285124	2.0
27701	19.658399632720595	0.00095296683040315	0.01265923546645435	2.0
28732	20.641319614356625	0.0009978367759424513	0.008525428810439448	2.0
29868	21.673385595074457	0.0010808840815018375	0.017396495374590964	2.0
31056	22.757054874828178	0.001113297819781577	0.01039379697336637	2.0
32348	23.894907618569587	0.0011355131639805291	0.018053706187788277	2.0
33693	25.089652999498067	0.0012242686471233145	0.010163240347093731	2.0
35143	26.34413564947297	0.0012739402562639366	0.031624536572208296	2.0
36697	27.66134243194662	0.001335389079468241	0.023553765646371683	2.0
38355	29.04440955354395	0.001456632037326736	0.01838380836237666	2.0
