时间秒	热浴温度K	κ	变异系数	时间常数平均
2033	1.8	1.3120956057264505e-06	0.0053182687177191585	2.0
2708	1.8900000000000001	1.4318981191028326e-06	0.0022036351174457777	2.0
3383	1.9845000000000002	1.5609756007989437e-06	0.0010914338813514167	2.0
4059	2.0837250000000003	1.696960340260939e-06	0.0028053961974909194	2.0
4734	2.1879112500000004	1.8370291024226204e-06	0.003494279772430129	2.0
5410	2.2973068125000005	1.991993413555312e-06	0.0026455500541721763	2.0
6086	2.4121721531250007	2.1579539989864416e-06	0.0004191204155917561	2.0
6761	2.5327807607812507	2.330207234865398e-06	0.002086842951005819	2.0
7437	2.659419798820313	2.5213327111543155e-06	0.0030068903297774787	2.0
8114	2.792390788761329	2.7193417202438164e-06	0.002358597243326472	2.0
8790	2.932010328199395	2.9267642486061274e-06	0.001002437896946325	2.0
9466	3.078610844609365	3.154108045454986e-06	0.003031883781037518	2.0
10142	3.2325413868398334	3.393345138559387e-06	0.0011171631448364588	2.0
10818	3.3941684561818253	3.6384049913654013e-06	0.0011318347833383833	2.0
11494	3.5638768789909165	3.898594184171799e-06	0.0012169946585739078	2.0
12171	3.742070722940462	4.175530979484843e-06	0.0023768973015320253	2.0
12847	3.9291742590874854	4.463100514166515e-06	0.003878096041208171	2.0
13523	4.12563297204186	4.7764371837530525e-06	0.0023034142034809454	2.0
14199	4.3319146206439525	5.11353721890635e-06	0.003909833236729582	2.0
14875	4.54851035167615	5.4416381462638506e-06	0.0024359736414696037	2.0
15552	4.775935869259957	5.8011516373350196e-06	0.0052630300862525365	2.0
16280	5.014732662722955	6.176574626792116e-06	0.004701651982080907	2.0
17010	5.265469295859103	6.5698398966373915e-06	0.0021282556094436847	2.0
17738	5.528742760652058	6.989949998745254e-06	0.0027114331163902577	2.0
18467	5.805179898684661	7.416307684833909e-06	0.000901420361965954	2.0
19195	6.095438893618894	7.858992675495784e-06	0.0015706326664609285	2.0
19923	6.400210838299839	8.31809714266826e-06	0.0036956656153565143	2.0
20651	6.720221380214831	8.777994088632067e-06	0.002933166042519703	2.0
21380	7.056232449225572	9.330691332107713e-06	0.0022584834519054245	2.0
22109	7.409044071686851	9.833021819157748e-06	0.0034681093719368668	2.0
22837	7.779496275271193	1.0341056774603188e-05	0.001954490428201093	2.0
23619	8.168471089034753	1.0901314530604764e-05	0.0017470611041499246	2.0
24400	8.57689464348649	1.1462057213832006e-05	0.002793776778887056	2.0
25183	9.005739375660815	1.206952328477756e-05	0.0021278209813053	2.0
26019	9.456026344443856	1.2659188523510652e-05	0.004464262770956937	2.0
26854	9.928827661666048	1.3232848307894605e-05	0.003809878139186214	2.0
27689	10.425269044749351	1.3889991407134207e-05	0.00466512249715097	2.0
28527	10.94653249698682	1.4545114450910138e-05	0.003650730095793167	2.0
29363	11.49385912183616	1.5212013294263904e-05	0.0004692844233736261	2.0
30204	12.068552077927967	1.5764916817064558e-05	0.0054873725273930024	2.0
31411	12.671979681824364	1.6479064597948487e-05	0.006397104145418451	2.0
32515	13.305578665915583	1.707043959089561e-05	0.003788601654655503	2.0
33514	13.970857599211362	1.772141474547082e-05	0.008773322841532786	2.0
34514	14.66940047917193	1.842081326212246e-05	0.00707205092842336	2.0
35618	15.402870503130526	1.9124078312107015e-05	0.0030897317992650466	2.0
37139	16.173014028287053	1.9856638815668188e-05	0.005704122446720811	2.0
38295	16.981664729701407	2.052742250704411e-05	0.0055837996469449685	2.0
39453	17.83074796618648	2.1104737329710664e-05	0.00314968258382818	2.0
40715	18.722285364495804	2.1631875121879022e-05	0.006784534212391096	2.0
42134	19.658399632720595	2.2486771689890453e-05	0.002216123345584998	2.0
44809	20.641319614356625	2.2994001670563136e-05	0.013276865390484805	2.0
46176	21.673385595074457	2.3398282219748925e-05	0.010429858316528389	2.0
49951	22.757054874828178	2.421829619479149e-05	0.009667625295192677	2.0
52104	23.894907618569587	2.4857752595818557e-05	0.006310642133605742	2.0
54152	25.089652999498067	2.5182085645562762e-05	0.005825860273149954	2.0
56723	26.34413564947297	2.5912263270627197e-05	0.007727530945923647	2.0
59453	27.66134243194662	2.6572942363178355e-05	0.006419665711077817	2.0
62497	29.04440955354395	2.707264023251837e-05	0.012579438983453442	2.0
