时间秒	热浴温度K	κ	变异系数	时间常数平均
1862	1.8	1.1422585040139806e-05	0.034734265885156136	2.0
2317	1.8900000000000001	1.2080965856548134e-05	0.012630729739055789	2.0
2772	1.9845000000000002	1.330749696363816e-05	0.009266030380637915	2.0
3228	2.0837250000000003	1.4343766571452243e-05	0.008349401164051763	2.0
3685	2.1879112500000004	1.552300665879838e-05	0.0044746793905703275	2.0
4139	2.2973068125000005	1.667062358629466e-05	0.014368405953611788	2.0
4596	2.4121721531250007	1.8141034336142854e-05	0.0044822346864616	2.0
5052	2.5327807607812507	1.9691727797931732e-05	0.006516729132067436	2.0
5508	2.659419798820313	2.122376321620276e-05	0.0032350583036508474	2.0
5965	2.792390788761329	2.2897342043527925e-05	0.004117132761666556	2.0
6420	2.932010328199395	2.427506594605964e-05	0.016051066468162276	2.0
6877	3.078610844609365	2.6604958535929877e-05	0.005803471037100822	2.0
7332	3.2325413868398334	2.8545484994510053e-05	0.007302456171403289	2.0
7788	3.3941684561818253	3.0435316363837727e-05	0.0025327012574362278	2.0
8244	3.5638768789909165	3.277988367145692e-05	0.009233285248867306	2.0
8701	3.742070722940462	3.506683269020112e-05	0.0016774270309054108	2.0
9157	3.9291742590874854	3.774038979985247e-05	0.006451253787552141	2.0
9613	4.12563297204186	3.967705790049374e-05	0.0036507171315890404	2.0
10070	4.3319146206439525	4.249684491909861e-05	0.004542463401444474	2.0
10526	4.54851035167615	4.491773657300765e-05	0.01406829926345993	2.0
10982	4.775935869259957	4.775340193188495e-05	0.0125915993793102	2.0
11438	5.014732662722955	5.0212260214820035e-05	0.009545674780713062	2.0
11894	5.265469295859103	5.2220320316292545e-05	0.028124231713042167	2.0
12403	5.528742760652058	5.547023028865908e-05	0.004204110188228547	2.0
12911	5.805179898684661	5.694973368538077e-05	0.0042467851896404885	2.0
13420	6.095438893618894	5.996274704121601e-05	0.002670277981770142	2.0
13928	6.400210838299839	6.274855939865014e-05	0.008224454428121699	2.0
14437	6.720221380214831	6.409998502701568e-05	0.015697681872235268	2.0
14945	7.056232449225572	6.768311928175665e-05	0.0027262147127150166	2.0
15454	7.409044071686851	6.999488016281239e-05	0.008372995482092275	2.0
15962	7.779496275271193	7.194126092398692e-05	0.006696881161415672	2.0
16471	8.168471089034753	7.354761788210441e-05	0.010133884357593166	2.0
17031	8.57689464348649	7.511337500594365e-05	0.008057246523643273	2.0
17592	9.005739375660815	7.77314739027246e-05	0.007662663379699497	2.0
18152	9.456026344443856	7.935897175033513e-05	0.008888546764714629	2.0
18713	9.928827661666048	8.122004684120055e-05	0.018941302659539895	2.0
19325	10.425269044749351	8.250347453140207e-05	0.018474111652107873	2.0
19938	10.94653249698682	8.374020932598234e-05	0.0037267128836311076	2.0
20603	11.49385912183616	8.480669546512547e-05	0.024191761919705273	2.0
21268	12.068552077927967	8.645029261461414e-05	0.012571496490330328	2.0
21986	12.671979681824364	8.686890694557975e-05	0.008640240485139299	2.0
22702	13.305578665915583	8.792801189959744e-05	0.007831984337487165	2.0
23419	13.970857599211362	8.78034350520409e-05	0.004834674386103178	2.0
24136	14.66940047917193	8.795453280654303e-05	0.016663053343773746	2.0
24906	15.402870503130526	8.941607246729153e-05	0.006421336764188922	2.0
25727	16.173014028287053	8.843021890724916e-05	0.02228614854658882	2.0
26548	16.981664729701407	8.703269939746448e-05	0.015488991923040799	2.0
27422	17.83074796618648	9.059445540662554e-05	0.010641891660217196	2.0
28347	18.722285364495804	8.809314094559161e-05	0.0012107695642487402	2.0
29325	19.658399632720595	8.952933590961472e-05	0.008468203705989191	2.0
30356	20.641319614356625	8.987155675046152e-05	0.006256300454232823	2.0
31490	21.673385595074457	9.018215772771657e-05	0.01599435003640038	2.0
32677	22.757054874828178	8.875075487622849e-05	0.008208906403397574	2.0
33968	23.894907618569587	9.142107633284086e-05	0.0030857795273414863	2.0
36927	25.089652999498067	8.919583334212782e-05	0.01565919324625386	2.0
38479	26.34413564947297	9.08767256873535e-05	0.016327294648828476	2.0
40136	27.66134243194662	8.958665007235912e-05	0.014581411705627078	2.0
41898	29.04440955354395	9.433313952775084e-05	0.010230606024385877	2.0
