时间秒	热浴温度	A侧	B侧	C侧	D侧
4.419086217880249	0.9221881029495461	1817.95	1302.04	4056.4	2489.43
7.422443628311157	0.922214406678924	1817.98	1301.99	4056.8	2489.57
10.418962001800537	0.9221302473201237	1817.91	1302.15	4056.5	2489.82
13.416420936584473	0.9220513811437632	1817.91	1302.3	4056.3	2490.06
16.41817307472229	0.9220145879299961	1818.03	1302.37	4056.6	2490.08
19.41647696495056	0.9219515301365842	1818.08	1302.49	4056.4	2490.35
22.421732425689697	0.921962038340157	1818.0	1302.47	4056.7	2490.48
25.42274761199951	0.9219567841669393	1818.05	1302.48	4056.5	2490.69
28.425704956054688	0.9219515301365842	1818.27	1302.49	4057.1	2490.76
31.42049241065979	0.9219095030367043	1818.35	1302.57	4056.8	2490.89
34.417633056640625	0.9216050799574369	1818.23	1303.15	4057.4	2491.05
37.421080350875854	0.9214058908339641	1818.21	1303.53	4057.5	2491.17
40.41580820083618	0.9212121416152345	1818.17	1303.9	4057.7	2491.28
43.41611695289612	1.0191289274851856	1817.92	1148.23	4004.5	2489.23
46.42554950714111	1.1942548102487935	1817.54	946.69	3695.8	2471.61
49.41585636138916	1.169762427412352	1817.17	969.8	3688.2	2455.55
52.419593811035156	1.138291145260918	1816.87	1001.96	3726.1	2442.91
55.420329570770264	1.1144082561689035	1816.8	1028.26	3760.6	2433.08
58.42565941810608	1.0979012522564837	1816.64	1047.37	3785.8	2425.18
61.42366862297058	1.08729092441098	1816.58	1060.04	3803.4	2418.68
64.41663551330566	1.080902445869137	1816.55	1067.81	3814.4	2413.04
67.41810321807861	1.0773952422180575	1816.47	1072.12	3820.9	2408.14
70.41706681251526	1.0758652202406516	1816.52	1074.01	3823.5	2403.74
73.42009329795837	1.0757843995980887	1816.56	1074.11	3825.0	2399.58
76.41676259040833	1.0765365458513745	1816.54	1073.18	3824.6	2395.64
79.42435359954834	1.0780849128005392	1816.69	1071.27	3822.6	2391.85
82.41733908653259	1.0802332186730328	1816.73	1068.63	3819.9	2388.25
85.42276692390442	1.0828501456299973	1816.77	1065.43	3816.8	2384.69
88.42307114601135	1.0858527634528512	1816.86	1061.78	3812.9	2381.26
91.41707158088684	1.0890325730659365	1816.92	1057.94	3808.6	2377.71
94.4181182384491	1.092251166138021	1816.97	1054.08	3803.8	2374.22
97.42134141921997	1.095610730868458	1817.06	1050.08	3799.6	2370.84
100.42004585266113	1.0989617750925722	1817.78	1046.12	3795.0	2367.34
103.42515850067139	1.1022872268447823	1817.77	1042.22	3791.1	2363.93
106.42469120025635	1.1056902508105964	1817.66	1038.26	3786.3	2360.44
109.42096281051636	1.109181667721295	1817.76	1034.23	3781.7	2356.95
112.42395329475403	1.112720090828184	1817.69	1030.18	3777.1	2353.53
115.42572784423828	1.1164132380612601	1817.67	1025.99	3772.2	2350.15
118.41822123527527	1.1202209574990747	1817.67	1021.71	3767.4	2346.74
121.42314910888672	1.1241016992446615	1817.75	1017.39	3762.6	2343.25
124.42607140541077	1.128240363369602	1817.73	1012.83	3757.1	2339.68
127.42379951477051	1.1322581158247877	1817.8	1008.45	3751.8	2336.25
130.41902494430542	1.1365334772174263	1817.76	1003.84	3746.6	2332.68
133.41980934143066	1.140782961239181	1817.67	999.31	3741.4	2329.05
136.41735816001892	1.1452157810372492	1817.77	994.64	3735.7	2325.43
139.4224932193756	1.14959698899429	1817.7	990.08	3729.6	2321.85
142.42557954788208	1.1542280256380804	1817.76	985.32	3724.5	2318.09
145.4205403327942	1.1588208494874137	1817.71	980.66	3719.3	2314.39
148.42566680908203	1.163464091362718	1817.73	976.01	3713.3	2310.63
151.4265332221985	1.1680982354345169	1817.72	971.43	3707.6	2306.86
154.42071342468262	1.1729598501416412	1817.78	966.69	3702.4	2303.06
157.41676259040833	1.1776284544356428	1817.74	962.2	3697.3	2299.18
160.42061710357666	1.1825303700134873	1818.12	957.55	3690.8	2295.34
163.422696352005	1.1873192973134181	1818.06	953.07	3685.1	2291.44
