时间秒	热浴温度	A侧	B侧	C侧	D侧

准备链接更新函数...
准备加载图像...
366.48984384536743	296.3361484354073	37.125	41.85	61.418	64.724

369.48785734176636	296.3361484354073	37.126	41.85	61.423	64.718

372.48482871055603	296.3361484354073	37.126	41.85	61.419	64.714

375.48691987991333	296.34755995120014	37.126	41.849	61.423	64.721

378.4865040779114	296.32473792808383	37.125	41.851	61.424	64.729

381.49229192733765	296.32473792808383	37.125	41.851	61.422	64.723

384.48994731903076	296.3361484354073	37.126	41.85	61.423	64.723

387.48612356185913	296.32473792808383	37.127	41.851	61.415	64.722

390.4946324825287	296.3361484354073	37.126	41.85	61.429	64.726

393.4935665130615	296.3361484354073	37.127	41.85	61.422	64.73

396.4903886318207	296.3361484354073	37.129	41.85	61.432	64.717

399.47117471694946	296.32473792808383	37.126	41.851	61.422	64.719

402.4871118068695	296.3361484354073	37.125	41.85	61.419	64.723

405.4700605869293	296.32473792808383	37.126	41.851	61.42	64.725

408.48798727989197	296.3361484354073	37.126	41.85	61.421	64.725

411.4714124202728	296.32473792808383	37.127	41.851	61.412	64.721

414.491947889328	296.3019199401242	37.127	41.853	61.423	64.726

417.51489663124084	296.32473792808383	37.125	41.851	61.417	64.726

420.47058486938477	296.3361484354073	37.124	41.85	61.427	64.723

423.51669692993164	296.34755995120014	37.126	41.849	61.425	64.721

426.49135303497314	296.35897247513776	37.125	41.848	61.411	64.715

429.4896824359894	296.3361484354073	37.125	41.85	61.423	64.726

432.4943552017212	296.3361484354073	37.124	41.85	61.428	64.723

435.4924259185791	296.3361484354073	37.126	41.85	61.419	64.73

438.55615162849426	296.34755995120014	37.126	41.849	61.416	64.721

441.47159934043884	296.3361484354073	37.125	41.85	61.429	64.724

444.49320340156555	296.34755995120014	37.125	41.849	61.421	64.712

447.475070476532	296.3361484354073	37.125	41.85	61.421	64.724

450.4909670352936	296.34755995120014	37.124	41.849	61.422	64.724

453.491516828537	296.3361484354073	37.124	41.85	61.415	64.723

456.49330615997314	296.34755995120014	37.125	41.849	61.414	64.722

459.47318410873413	296.3361484354073	37.124	41.85	61.419	64.724

462.47323846817017	296.34755995120014	37.124	41.849	61.423	64.721

465.4762487411499	296.3361484354073	37.124	41.85	61.422	64.719

468.4725532531738	296.3361484354073	37.124	41.85	61.423	64.724

471.49345898628235	296.34755995120014	37.124	41.849	61.422	64.726

474.47074270248413	296.32473792808383	37.125	41.851	61.419	64.723

477.49383306503296	296.3361484354073	37.124	41.85	61.417	64.719

480.4781370162964	296.35897247513776	37.126	41.848	61.416	64.727

